stoptorque goal_current current velocity position Fx Fy Fz Mx My Mz counterclock Time
0 0 0 0 3650 0.0527296 0.0662727 0.0556831 0.00070405 -0.00114051 -0.000639945 1 5
0 0 0 0 3650 -0.0659609 -0.0569382 0.0798512 0.00160336 0.00385031 0.000207677 1 9
0 0 0 0 3650 -0.0225773 0.0212727 0.101442 -0.000168324 0.002976 -0.00145349 1 13
0 0 0 0 3650 0.000743866 -0.0541649 0.249393 0.00305772 0.00363297 -0.00236288 1 17
0 0 0 0 3650 -0.126464 -0.0812683 0.0963993 0.00145733 0.000835702 -0.000709444 1 21
0 0 0 0 3650 0.0487642 -0.000152588 0.0281277 0.000380397 -0.00134086 -0.00031057 1 25
0 0 0 0 3650 -0.0116577 -0.0214424 0.105051 0.00230205 0.00154724 -0.000174671 1 29
0 0 0 0 3650 -0.0638018 -0.0206375 -0.0128326 4.673e-05 0.000661664 0.000161156 1 33
0 0 0 0 3650 0.00763607 0.0359688 0.105394 0.00231159 0.00113218 -0.00219275 1 37
0 0 0 0 3650 -0.101803 -0.0886021 0.174629 0.00207031 0.00253323 -0.000150189 1 41
0 0 0 0 3650 0.00668907 -0.00483513 0.0969048 0.00118959 0.00176962 -0.000953108 1 46
0 0 0 0 3650 -0.0551043 -0.0755825 0.121996 0.00360644 0.00158921 -0.00083825 1 50
0 0 0 0 3650 -0.0303373 0.00122452 -0.0952301 -3.86238e-05 -0.00132275 9.94802e-05 1 54
0 0 0 0 3650 0.0861034 0.108688 -0.0695515 0.00140584 -0.000124447 -0.000932336 1 58
0 0 0 0 3650 -0.0534716 -0.0338039 0.172176 0.00226736 0.00231822 -0.00113739 1 62
0 0 0 0 3650 -0.0304041 -0.0084877 0.239603 0.000576615 7.47666e-05 -0.00145543 1 66
0 0 0 0 3650 -0.034111 -0.0363865 0.22043 0.00312889 0.00154831 -0.000472322 1 70
0 0 0 0 3650 -0.0822916 -0.0756397 0.111073 0.00131154 0.000776984 0.00101772 1 74
0 0 0 0 3650 0.0805683 0.0582142 0.059866 -0.000218868 -0.00128417 -0.000148773 1 78
0 0 0 0 3650 0.0481243 -0.00130463 0.0812607 0.00196517 0.000865184 -0.000766352 1 82
0 0 0 0 3650 -0.0896721 -0.0806561 0.0527916 0.000123143 0.00165526 -0.000726029 1 86
0 0 0 0 3650 0.0384932 -0.0349903 0.0913582 0.00251269 0.00275263 -0.000972182 1 90
0 0 0 0 3650 -0.111869 -0.0637054 0.221645 0.00303411 0.00444932 -0.000413135 1 95
