Fx1 Fz1 M_max M_min
15.6 -6 0.253795 -0.233964
15.7 -6 0.253319 -0.233526
15.8 -6 0.252844 -0.233087
15.9 -6 0.252368 -0.232649
16 -6 0.251893 -0.232211
16.1 -6 0.251417 -0.231772
16.2 -6 0.250942 -0.231334
16.3 -6 0.250466 -0.230895
16.4 -6 0.24999 -0.230457
16.5 -6 0.249515 -0.230019
16.6 -6 0.249039 -0.22958
16.7 -6 0.248564 -0.229142
16.8 -6 0.248088 -0.228703
16.9 -6 0.247613 -0.228265
17 -6 0.247137 -0.227827
17.1 -6 0.246662 -0.227388
17.2 -6 0.246186 -0.22695
17.3 -6 0.24571 -0.226511
17.4 -6 0.245235 -0.226073
17.5 -6 0.244759 -0.225635
17.6 -6 0.244284 -0.225196
17.7 -6 0.243808 -0.213815
17.8 -6 0.243333 -0.202594
17.9 -6 0.242857 -0.191372
18 -6 0.242382 -0.180151
18.1 -6 0.241906 -0.168929
18.2 -6 0.24143 -0.157708
18.3 -6 0.240955 -0.146487
18.4 -6 0.240479 -0.135265
18.5 -6 0.240004 -0.124044
18.6 -6 0.239528 -0.112822
18.7 -6 0.239053 -0.101601
18.8 -6 0.238577 -0.0903797
18.9 -6 0.238101 -0.0791583
19 -6 0.237626 -0.0679369
19.1 -6 0.23715 -0.0567155
19.2 -6 0.236675 -0.0454941
19.3 -6 0.236199 -0.0342727
19.4 -6 0.235724 -0.0230514
19.5 -6 0.235248 -0.01183
19.6 -6 0.234773 -0.000608591
19.7 -6 0.234297 0.0106128
19.8 -6 0.233821 0.0218342
19.9 -6 0.233346 0.0330556
-20 -5 -0.0442769 -0.209285
-19.9 -5 -0.0330556 -0.209761
-19.8 -5 -0.0218342 -0.210236
-19.7 -5 -0.0106128 -0.210712
-19.6 -5 0.000608591 -0.211187
-19.5 -5 0.01183 -0.211663
-19.4 -5 0.0230514 -0.212138
-19.3 -5 0.0342727 -0.212614
-19.2 -5 0.0454941 -0.21309
-19.1 -5 0.0567155 -0.213565
-19 -5 0.0679369 -0.214041
-18.9 -5 0.0791583 -0.214516
-18.8 -5 0.0903797 -0.214992
-18.7 -5 0.101601 -0.215467
-18.6 -5 0.112822 -0.215943
-18.5 -5 0.124044 -0.216419
-18.4 -5 0.135265 -0.216894
-18.3 -5 0.146487 -0.21737
-18.2 -5 0.157708 -0.217845
-18.1 -5 0.168929 -0.218321
-18 -5 0.180151 -0.218796
-17.9 -5 0.191372 -0.219272
-17.8 -5 0.202594 -0.219747
-17.7 -5 0.203015 -0.220223
-17.6 -5 0.203454 -0.220699
-17.5 -5 0.203892 -0.221174
-17.4 -5 0.204331 -0.22165
-17.3 -5 0.204769 -0.222125
-17.2 -5 0.205207 -0.222601
-17.1 -5 0.205646 -0.223076
-17 -5 0.206084 -0.223552
-16.9 -5 0.206523 -0.224027
-16.8 -5 0.206961 -0.224503
-16.7 -5 0.207399 -0.224979
-16.6 -5 0.207838 -0.225454
-16.5 -5 0.208276 -0.22593
-16.4 -5 0.208715 -0.226405
-16.3 -5 0.209153 -0.226881
-16.2 -5 0.209592 -0.227356
-16.1 -5 0.21003 -0.227832
-16 -5 0.210468 -0.228308
-15.9 -5 0.210907 -0.228783
-15.8 -5 0.211345 -0.229259
-15.7 -5 0.211784 -0.229734
-15.6 -5 0.212222 -0.23021
-15.5 -5 0.21266 -0.230685
-15.4 -5 0.213099 -0.231161
-15.3 -5 0.213537 -0.231636
-15.2 -5 0.213976 -0.232112
-15.1 -5 0.214414 -0.232588
-15 -5 0.214852 -0.233063
-14.9 -5 0.215291 -0.233539
-14.8 -5 0.215729 -0.234014
-14.7 -5 0.216168 -0.23449
-14.6 -5 0.216606 -0.234965
-14.5 -5 0.217044 -0.235441
-14.4 -5 0.217483 -0.235917
-14.3 -5 0.217921 -0.236392
-14.2 -5 0.21836 -0.236868
-14.1 -5 0.218798 -0.237343
-14 -5 0.219236 -0.237819
-13.9 -5 0.219675 -0.238294
-13.8 -5 0.220113 -0.23877
-13.7 -5 0.220552 -0.239245
-13.6 -5 0.22099 -0.239721
-13.5 -5 0.221428 -0.240197
-13.4 -5 0.221867 -0.240672
-13.3 -5 0.222305 -0.241148
-13.2 -5 0.222744 -0.241623
-13.1 -5 0.223182 -0.242099
-13 -5 0.22362 -0.242574
-12.9 -5 0.224059 -0.24305
-12.8 -5 0.224497 -0.243525
-12.7 -5 0.224936 -0.244001
-12.6 -5 0.225374 -0.244477
-12.5 -5 0.225812 -0.244952
-12.4 -5 0.226251 -0.245428
-12.3 -5 0.226689 -0.245903
-12.2 -5 0.227128 -0.246379
-12.1 -5 0.227566 -0.246854
-12 -5 0.228004 -0.24733
-11.9 -5 0.228443 -0.247806
-11.8 -5 0.228881 -0.248281
-11.7 -5 0.22932 -0.248757
-11.6 -5 0.229758 -0.249232
-11.5 -5 0.230196 -0.249708
-11.4 -5 0.230635 -0.250183
-11.3 -5 0.231073 -0.250659
-11.2 -5 0.231512 -0.251134
-11.1 -5 0.23195 -0.25161
-11 -5 0.232388 -0.252086
-10.9 -5 0.232827 -0.252561
-10.8 -5 0.233265 -0.253037
-10.7 -5 0.233704 -0.253512
-10.6 -5 0.234142 -0.253988
-10.5 -5 0.23458 -0.254463
-10.4 -5 0.235019 -0.254939
-10.3 -5 0.235457 -0.255415
-10.2 -5 0.235896 -0.25589
-10.1 -5 0.236334 -0.256366
-10 -5 0.236772 -0.256841
-9.9 -5 0.237211 -0.257317
-9.8 -5 0.237649 -0.257792
-9.7 -5 0.238088 -0.258268
-9.6 -5 0.238526 -0.258743
-9.5 -5 0.238964 -0.259219
-9.4 -5 0.239403 -0.259695
-9.3 -5 0.239841 -0.26017
-9.2 -5 0.24028 -0.260646
-9.1 -5 0.240718 -0.261121
-9 -5 0.241156 -0.261597
-8.9 -5 0.241595 -0.262072
-8.8 -5 0.242033 -0.262548
-8.7 -5 0.242472 -0.263023
-8.6 -5 0.24291 -0.263499
-8.5 -5 0.243348 -0.263975
-8.4 -5 0.243787 -0.26445
-8.3 -5 0.244225 -0.264926
-8.2 -5 0.244664 -0.265401
-8.1 -5 0.245102 -0.265877
-8 -5 0.24554 -0.266352
-7.9 -5 0.245979 -0.266828
-7.8 -5 0.246417 -0.267304
-7.7 -5 0.246856 -0.267779
-7.6 -5 0.247294 -0.268255
-7.5 -5 0.247732 -0.26873
-7.4 -5 0.248171 -0.269206
-7.3 -5 0.248609 -0.269681
-7.2 -5 0.249048 -0.270157
-7.1 -5 0.249486 -0.270632
-7 -5 0.249924 -0.271108
-6.9 -5 0.250363 -0.271584
-6.8 -5 0.250801 -0.272059
-6.7 -5 0.25124 -0.272535
-6.6 -5 0.251678 -0.27301
-6.5 -5 0.252116 -0.273486
-6.4 -5 0.252555 -0.273961
-6.3 -5 0.252993 -0.274437
-6.2 -5 0.253432 -0.274912
-6.1 -5 0.25387 -0.275388
-6 -5 0.254308 -0.275864
-5.9 -5 0.254747 -0.276339
-5.8 -5 0.255185 -0.276815
-5.7 -5 0.255624 -0.27729
-5.6 -5 0.256062 -0.277766
-5.5 -5 0.256501 -0.278241
-5.4 -5 0.256939 -0.278717
-5.3 -5 0.257377 -0.279193
-5.2 -5 0.257816 -0.279668
-5.1 -5 0.258254 -0.280144
-5 -5 0.258693 -0.280619
-4.9 -5 0.259131 -0.281095
-4.8 -5 0.259569 -0.28157
-4.7 -5 0.260008 -0.282046
-4.6 -5 0.260446 -0.282521
-4.5 -5 0.260885 -0.282997
-4.4 -5 0.261323 -0.283473
-4.3 -5 0.261761 -0.283948
-4.2 -5 0.2622 -0.284424
-4.1 -5 0.262638 -0.284899
-4 -5 0.263077 -0.285375
-3.9 -5 0.263515 -0.28585
-3.8 -5 0.263953 -0.286326
-3.7 -5 0.264392 -0.286802
-3.6 -5 0.26483 -0.287277
-3.5 -5 0.265269 -0.287753
-3.4 -5 0.265707 -0.288228
-3.3 -5 0.266145 -0.288704
-3.2 -5 0.266584 -0.289179
-3.1 -5 0.267022 -0.289655
-3 -5 0.267461 -0.29013
-2.9 -5 0.267899 -0.290606
-2.8 -5 0.268337 -0.291082
-2.7 -5 0.268776 -0.291557
-2.6 -5 0.269214 -0.292033
-2.5 -5 0.269653 -0.291573
-2.4 -5 0.270091 -0.291134
-2.3 -5 0.270529 -0.290696
-2.2 -5 0.270968 -0.290257
-2.1 -5 0.271406 -0.289819
-2 -5 0.271845 -0.289381
-1.9 -5 0.272283 -0.288942
-1.8 -5 0.272721 -0.288504
-1.7 -5 0.27316 -0.288065
-1.6 -5 0.273598 -0.287627
-1.5 -5 0.274037 -0.287189
-1.4 -5 0.274475 -0.28675
-1.3 -5 0.274913 -0.286312
-1.2 -5 0.275352 -0.285873
-1.1 -5 0.27579 -0.285435
-1 -5 0.276229 -0.284997
-0.9 -5 0.276667 -0.284558
-0.8 -5 0.277105 -0.28412
-0.7 -5 0.277544 -0.283681
-0.6 -5 0.277982 -0.283243
-0.5 -5 0.278421 -0.282805
-0.4 -5 0.278859 -0.282366
-0.3 -5 0.279297 -0.281928
-0.2 -5 0.279736 -0.281489
-0.1 -5 0.280174 -0.281051
1.52933e-14 -5 0.280613 -0.280613
0.1 -5 0.281051 -0.280174
0.2 -5 0.281489 -0.279736
0.3 -5 0.281928 -0.279297
0.4 -5 0.282366 -0.278859
0.5 -5 0.282805 -0.278421
0.6 -5 0.283243 -0.277982
0.7 -5 0.283681 -0.277544
0.8 -5 0.28412 -0.277105
0.9 -5 0.284558 -0.276667
1 -5 0.284997 -0.276229
1.1 -5 0.285435 -0.27579
1.2 -5 0.285873 -0.275352
1.3 -5 0.286312 -0.274913
1.4 -5 0.28675 -0.274475
1.5 -5 0.287189 -0.274037
1.6 -5 0.287627 -0.273598
1.7 -5 0.288065 -0.27316
1.8 -5 0.288504 -0.272721
1.9 -5 0.288942 -0.272283
2 -5 0.289381 -0.271845
2.1 -5 0.289819 -0.271406
2.2 -5 0.290257 -0.270968
2.3 -5 0.290696 -0.270529
2.4 -5 0.291134 -0.270091
2.5 -5 0.291573 -0.269653
2.6 -5 0.292033 -0.269214
2.7 -5 0.291557 -0.268776
2.8 -5 0.291082 -0.268337
2.9 -5 0.290606 -0.267899
3 -5 0.29013 -0.267461
3.1 -5 0.289655 -0.267022
3.2 -5 0.289179 -0.266584
3.3 -5 0.288704 -0.266145
3.4 -5 0.288228 -0.265707
3.5 -5 0.287753 -0.265269
3.6 -5 0.287277 -0.26483
3.7 -5 0.286802 -0.264392
3.8 -5 0.286326 -0.263953
3.9 -5 0.28585 -0.263515
4 -5 0.285375 -0.263077
4.1 -5 0.284899 -0.262638
4.2 -5 0.284424 -0.2622
4.3 -5 0.283948 -0.261761
4.4 -5 0.283473 -0.261323
4.5 -5 0.282997 -0.260885
4.6 -5 0.282521 -0.260446
4.7 -5 0.282046 -0.260008
4.8 -5 0.28157 -0.259569
4.9 -5 0.281095 -0.259131
5 -5 0.280619 -0.258693
5.1 -5 0.280144 -0.258254
5.2 -5 0.279668 -0.257816
5.3 -5 0.279193 -0.257377
5.4 -5 0.278717 -0.256939
5.5 -5 0.278241 -0.256501
5.6 -5 0.277766 -0.256062
5.7 -5 0.27729 -0.255624
5.8 -5 0.276815 -0.255185
5.9 -5 0.276339 -0.254747
6 -5 0.275864 -0.254308
6.1 -5 0.275388 -0.25387
6.2 -5 0.274912 -0.253432
6.3 -5 0.274437 -0.252993
6.4 -5 0.273961 -0.252555
6.5 -5 0.273486 -0.252116
6.6 -5 0.27301 -0.251678
6.7 -5 0.272535 -0.25124
6.8 -5 0.272059 -0.250801
6.9 -5 0.271584 -0.250363
7 -5 0.271108 -0.249924
7.1 -5 0.270632 -0.249486
7.2 -5 0.270157 -0.249048
7.3 -5 0.269681 -0.248609
7.4 -5 0.269206 -0.248171
7.5 -5 0.26873 -0.247732
7.6 -5 0.268255 -0.247294
7.7 -5 0.267779 -0.246856
7.8 -5 0.267304 -0.246417
7.9 -5 0.266828 -0.245979
8 -5 0.266352 -0.24554
8.1 -5 0.265877 -0.245102
8.2 -5 0.265401 -0.244664
8.3 -5 0.264926 -0.244225
8.4 -5 0.26445 -0.243787
8.5 -5 0.263975 -0.243348
8.6 -5 0.263499 -0.24291
8.7 -5 0.263023 -0.242472
8.8 -5 0.262548 -0.242033
8.9 -5 0.262072 -0.241595
9 -5 0.261597 -0.241156
9.1 -5 0.261121 -0.240718
9.2 -5 0.260646 -0.24028
9.3 -5 0.26017 -0.239841
9.4 -5 0.259695 -0.239403
9.5 -5 0.259219 -0.238964
9.6 -5 0.258743 -0.238526
9.7 -5 0.258268 -0.238088
9.8 -5 0.257792 -0.237649
9.9 -5 0.257317 -0.237211
10 -5 0.256841 -0.236772
10.1 -5 0.256366 -0.236334
10.2 -5 0.25589 -0.235896
10.3 -5 0.255415 -0.235457
10.4 -5 0.254939 -0.235019
10.5 -5 0.254463 -0.23458
10.6 -5 0.253988 -0.234142
10.7 -5 0.253512 -0.233704
10.8 -5 0.253037 -0.233265
10.9 -5 0.252561 -0.232827
11 -5 0.252086 -0.232388
11.1 -5 0.25161 -0.23195
11.2 -5 0.251134 -0.231512
11.3 -5 0.250659 -0.231073
11.4 -5 0.250183 -0.230635
11.5 -5 0.249708 -0.230196
11.6 -5 0.249232 -0.229758
11.7 -5 0.248757 -0.22932
11.8 -5 0.248281 -0.228881
11.9 -5 0.247806 -0.228443
12 -5 0.24733 -0.228004
12.1 -5 0.246854 -0.227566
12.2 -5 0.246379 -0.227128
12.3 -5 0.245903 -0.226689
12.4 -5 0.245428 -0.226251
12.5 -5 0.244952 -0.225812
12.6 -5 0.244477 -0.225374
12.7 -5 0.244001 -0.224936
12.8 -5 0.243525 -0.224497
12.9 -5 0.24305 -0.224059
13 -5 0.242574 -0.22362
13.1 -5 0.242099 -0.223182
13.2 -5 0.241623 -0.222744
13.3 -5 0.241148 -0.222305
13.4 -5 0.240672 -0.221867
13.5 -5 0.240197 -0.221428
13.6 -5 0.239721 -0.22099
13.7 -5 0.239245 -0.220552
13.8 -5 0.23877 -0.220113
13.9 -5 0.238294 -0.219675
14 -5 0.237819 -0.219236
14.1 -5 0.237343 -0.218798
14.2 -5 0.236868 -0.21836
14.3 -5 0.236392 -0.217921
14.4 -5 0.235917 -0.217483
14.5 -5 0.235441 -0.217044
14.6 -5 0.234965 -0.216606
14.7 -5 0.23449 -0.216168
14.8 -5 0.234014 -0.215729
14.9 -5 0.233539 -0.215291
15 -5 0.233063 -0.214852
15.1 -5 0.232588 -0.214414
15.2 -5 0.232112 -0.213976
15.3 -5 0.231636 -0.213537
15.4 -5 0.231161 -0.213099
15.5 -5 0.230685 -0.21266
15.6 -5 0.23021 -0.212222
15.7 -5 0.229734 -0.211784
15.8 -5 0.229259 -0.211345
15.9 -5 0.228783 -0.210907
16 -5 0.228308 -0.210468
16.1 -5 0.227832 -0.21003
16.2 -5 0.227356 -0.209592
16.3 -5 0.226881 -0.209153
16.4 -5 0.226405 -0.208715
16.5 -5 0.22593 -0.208276
16.6 -5 0.225454 -0.207838
16.7 -5 0.224979 -0.207399
16.8 -5 0.224503 -0.206961
16.9 -5 0.224027 -0.206523
17 -5 0.223552 -0.206084
17.1 -5 0.223076 -0.205646
17.2 -5 0.222601 -0.205207
17.3 -5 0.222125 -0.204769
17.4 -5 0.22165 -0.204331
17.5 -5 0.221174 -0.203892
17.6 -5 0.220699 -0.203454
17.7 -5 0.220223 -0.203015
17.8 -5 0.219747 -0.202594
17.9 -5 0.219272 -0.191372
18 -5 0.218796 -0.180151
18.1 -5 0.218321 -0.168929
18.2 -5 0.217845 -0.157708
18.3 -5 0.21737 -0.146487
18.4 -5 0.216894 -0.135265
18.5 -5 0.216419 -0.124044
18.6 -5 0.215943 -0.112822
18.7 -5 0.215467 -0.101601
18.8 -5 0.214992 -0.0903797
18.9 -5 0.214516 -0.0791583
19 -5 0.214041 -0.0679369
19.1 -5 0.213565 -0.0567155
19.2 -5 0.21309 -0.0454941
19.3 -5 0.212614 -0.0342727
19.4 -5 0.212138 -0.0230514
19.5 -5 0.211663 -0.01183
19.6 -5 0.211187 -0.000608591
19.7 -5 0.210712 0.0106128
19.8 -5 0.210236 0.0218342
19.9 -5 0.209761 0.0330556
-20 -4 -0.0442769 -0.1857
-19.9 -4 -0.0330556 -0.186176
-19.8 -4 -0.0218342 -0.186651
-19.7 -4 -0.0106128 -0.187127
-19.6 -4 0.000608591 -0.187602
-19.5 -4 0.01183 -0.188078
-19.4 -4 0.0230514 -0.188553
-19.3 -4 0.0342727 -0.189029
-19.2 -4 0.0454941 -0.189504
-19.1 -4 0.0567155 -0.18998
-19 -4 0.0679369 -0.190456
-18.9 -4 0.0791583 -0.190931
-18.8 -4 0.0903797 -0.191407
-18.7 -4 0.101601 -0.191882
-18.6 -4 0.112822 -0.192358
-18.5 -4 0.124044 -0.192833
-18.4 -4 0.135265 -0.193309
-18.3 -4 0.146487 -0.193784
-18.2 -4 0.157708 -0.19426
-18.1 -4 0.168929 -0.194736
-18 -4 0.180151 -0.195211
-17.9 -4 0.180396 -0.195687
-17.8 -4 0.180835 -0.196162
-17.7 -4 0.181273 -0.196638
-17.6 -4 0.181712 -0.197113
-17.5 -4 0.18215 -0.197589
-17.4 -4 0.182588 -0.198065
-17.3 -4 0.183027 -0.19854
-17.2 -4 0.183465 -0.199016
-17.1 -4 0.183904 -0.199491
-17 -4 0.184342 -0.199967
-16.9 -4 0.18478 -0.200442
-16.8 -4 0.185219 -0.200918
-16.7 -4 0.185657 -0.201393
-16.6 -4 0.186096 -0.201869
-16.5 -4 0.186534 -0.202345
-16.4 -4 0.186972 -0.20282
-16.3 -4 0.187411 -0.203296
-16.2 -4 0.187849 -0.203771
-16.1 -4 0.188288 -0.204247
-16 -4 0.188726 -0.204722
-15.9 -4 0.189164 -0.205198
-15.8 -4 0.189603 -0.205673
-15.7 -4 0.190041 -0.206149
-15.6 -4 0.19048 -0.206625
-15.5 -4 0.190918 -0.2071
-15.4 -4 0.191356 -0.207576
-15.3 -4 0.191795 -0.208051
-15.2 -4 0.192233 -0.208527
-15.1 -4 0.192672 -0.209002
-15 -4 0.19311 -0.209478
-14.9 -4 0.193548 -0.209954
-14.8 -4 0.193987 -0.210429
-14.7 -4 0.194425 -0.210905
-14.6 -4 0.194864 -0.21138
-14.5 -4 0.195302 -0.211856
-14.4 -4 0.19574 -0.212331
-14.3 -4 0.196179 -0.212807
-14.2 -4 0.196617 -0.213282
-14.1 -4 0.197056 -0.213758
-14 -4 0.197494 -0.214234
-13.9 -4 0.197932 -0.214709
-13.8 -4 0.198371 -0.215185
-13.7 -4 0.198809 -0.21566
-13.6 -4 0.199248 -0.216136
-13.5 -4 0.199686 -0.216611
-13.4 -4 0.200124 -0.217087
-13.3 -4 0.200563 -0.217563
-13.2 -4 0.201001 -0.218038
-13.1 -4 0.20144 -0.218514
-13 -4 0.201878 -0.218989
-12.9 -4 0.202316 -0.219465
-12.8 -4 0.202755 -0.21994
-12.7 -4 0.203193 -0.220416
-12.6 -4 0.203632 -0.220891
-12.5 -4 0.20407 -0.221367
-12.4 -4 0.204508 -0.221843
-12.3 -4 0.204947 -0.222318
-12.2 -4 0.205385 -0.222794
-12.1 -4 0.205824 -0.223269
-12 -4 0.206262 -0.223745
-11.9 -4 0.2067 -0.22422
-11.8 -4 0.207139 -0.224696
-11.7 -4 0.207577 -0.225171
-11.6 -4 0.208016 -0.225647
-11.5 -4 0.208454 -0.226123
-11.4 -4 0.208892 -0.226598
-11.3 -4 0.209331 -0.227074
-11.2 -4 0.209769 -0.227549
-11.1 -4 0.210208 -0.228025
-11 -4 0.210646 -0.2285
-10.9 -4 0.211084 -0.228976
-10.8 -4 0.211523 -0.229452
-10.7 -4 0.211961 -0.229927
-10.6 -4 0.2124 -0.230403
-10.5 -4 0.212838 -0.230878
-10.4 -4 0.213277 -0.231354
-10.3 -4 0.213715 -0.231829
-10.2 -4 0.214153 -0.232305
-10.1 -4 0.214592 -0.23278
-10 -4 0.21503 -0.233256
-9.9 -4 0.215469 -0.233732
-9.8 -4 0.215907 -0.234207
-9.7 -4 0.216345 -0.234683
-9.6 -4 0.216784 -0.235158
-9.5 -4 0.217222 -0.235634
-9.4 -4 0.217661 -0.236109
-9.3 -4 0.218099 -0.236585
-9.2 -4 0.218537 -0.23706
-9.1 -4 0.218976 -0.237536
-9 -4 0.219414 -0.238012
-8.9 -4 0.219853 -0.238487
-8.8 -4 0.220291 -0.238963
-8.7 -4 0.220729 -0.239438
-8.6 -4 0.221168 -0.239914
-8.5 -4 0.221606 -0.240389
-8.4 -4 0.222045 -0.240865
-8.3 -4 0.222483 -0.241341
-8.2 -4 0.222921 -0.241816
-8.1 -4 0.22336 -0.242292
-8 -4 0.223798 -0.242767
-7.9 -4 0.224237 -0.243243
-7.8 -4 0.224675 -0.243718
-7.7 -4 0.225113 -0.244194
-7.6 -4 0.225552 -0.244669
-7.5 -4 0.22599 -0.245145
-7.4 -4 0.226429 -0.245621
-7.3 -4 0.226867 -0.246096
-7.2 -4 0.227305 -0.246572
-7.1 -4 0.227744 -0.247047
-7 -4 0.228182 -0.247523
-6.9 -4 0.228621 -0.247998
-6.8 -4 0.229059 -0.248474
-6.7 -4 0.229497 -0.24895
-6.6 -4 0.229936 -0.249425
-6.5 -4 0.230374 -0.249901
-6.4 -4 0.230813 -0.250376
-6.3 -4 0.231251 -0.250852
-6.2 -4 0.231689 -0.251327
-6.1 -4 0.232128 -0.251803
-6 -4 0.232566 -0.252278
-5.9 -4 0.233005 -0.252754
-5.8 -4 0.233443 -0.25323
-5.7 -4 0.233881 -0.253705
-5.6 -4 0.23432 -0.254181
-5.5 -4 0.234758 -0.254656
-5.4 -4 0.235197 -0.255132
-5.3 -4 0.235635 -0.255607
-5.2 -4 0.236073 -0.256083
-5.1 -4 0.236512 -0.256558
-5 -4 0.23695 -0.257034
-4.9 -4 0.237389 -0.25751
-4.8 -4 0.237827 -0.257985
-4.7 -4 0.238265 -0.258461
-4.6 -4 0.238704 -0.258936
-4.5 -4 0.239142 -0.259412
-4.4 -4 0.239581 -0.259887
-4.3 -4 0.240019 -0.260363
-4.2 -4 0.240457 -0.260839
-4.1 -4 0.240896 -0.261314
-4 -4 0.241334 -0.26179
-3.9 -4 0.241773 -0.262265
-3.8 -4 0.242211 -0.262741
-3.7 -4 0.242649 -0.263216
-3.6 -4 0.243088 -0.263692
-3.5 -4 0.243526 -0.264167
-3.4 -4 0.243965 -0.264643
-3.3 -4 0.244403 -0.265119
-3.2 -4 0.244841 -0.265594
-3.1 -4 0.24528 -0.26607
-3 -4 0.245718 -0.266545
-2.9 -4 0.246157 -0.267021
-2.8 -4 0.246595 -0.267496
-2.7 -4 0.247033 -0.267972
-2.6 -4 0.247472 -0.268447
-2.5 -4 0.24791 -0.268923
-2.4 -4 0.248349 -0.269399
-2.3 -4 0.248787 -0.268954
-2.2 -4 0.249225 -0.268515
-2.1 -4 0.249664 -0.268077
-2 -4 0.250102 -0.267638
-1.9 -4 0.250541 -0.2672
-1.8 -4 0.250979 -0.266762
-1.7 -4 0.251417 -0.266323
-1.6 -4 0.251856 -0.265885
-1.5 -4 0.252294 -0.265446
-1.4 -4 0.252733 -0.265008
-1.3 -4 0.253171 -0.26457
-1.2 -4 0.253609 -0.264131
-1.1 -4 0.254048 -0.263693
-1 -4 0.254486 -0.263254
-0.9 -4 0.254925 -0.262816
-0.8 -4 0.255363 -0.262378
-0.7 -4 0.255801 -0.261939
-0.6 -4 0.25624 -0.261501
-0.5 -4 0.256678 -0.261062
-0.4 -4 0.257117 -0.260624
-0.3 -4 0.257555 -0.260186
-0.2 -4 0.257993 -0.259747
-0.1 -4 0.258432 -0.259309
1.52933e-14 -4 0.25887 -0.25887
0.1 -4 0.259309 -0.258432
0.2 -4 0.259747 -0.257993
0.3 -4 0.260186 -0.257555
0.4 -4 0.260624 -0.257117
0.5 -4 0.261062 -0.256678
0.6 -4 0.261501 -0.25624
0.7 -4 0.261939 -0.255801
0.8 -4 0.262378 -0.255363
0.9 -4 0.262816 -0.254925
1 -4 0.263254 -0.254486
1.1 -4 0.263693 -0.254048
1.2 -4 0.264131 -0.253609
1.3 -4 0.26457 -0.253171
1.4 -4 0.265008 -0.252733
1.5 -4 0.265446 -0.252294
1.6 -4 0.265885 -0.251856
1.7 -4 0.266323 -0.251417
1.8 -4 0.266762 -0.250979
1.9 -4 0.2672 -0.250541
2 -4 0.267638 -0.250102
2.1 -4 0.268077 -0.249664
2.2 -4 0.268515 -0.249225
2.3 -4 0.268954 -0.248787
2.4 -4 0.269399 -0.248349
2.5 -4 0.268923 -0.24791
2.6 -4 0.268447 -0.247472
2.7 -4 0.267972 -0.247033
2.8 -4 0.267496 -0.246595
2.9 -4 0.267021 -0.246157
3 -4 0.266545 -0.245718
3.1 -4 0.26607 -0.24528
3.2 -4 0.265594 -0.244841
3.3 -4 0.265119 -0.244403
3.4 -4 0.264643 -0.243965
3.5 -4 0.264167 -0.243526
3.6 -4 0.263692 -0.243088
3.7 -4 0.263216 -0.242649
3.8 -4 0.262741 -0.242211
3.9 -4 0.262265 -0.241773
4 -4 0.26179 -0.241334
4.1 -4 0.261314 -0.240896
4.2 -4 0.260839 -0.240457
4.3 -4 0.260363 -0.240019
4.4 -4 0.259887 -0.239581
4.5 -4 0.259412 -0.239142
4.6 -4 0.258936 -0.238704
4.7 -4 0.258461 -0.238265
4.8 -4 0.257985 -0.237827
4.9 -4 0.25751 -0.237389
5 -4 0.257034 -0.23695
5.1 -4 0.256558 -0.236512
5.2 -4 0.256083 -0.236073
5.3 -4 0.255607 -0.235635
5.4 -4 0.255132 -0.235197
5.5 -4 0.254656 -0.234758
5.6 -4 0.254181 -0.23432
5.7 -4 0.253705 -0.233881
5.8 -4 0.25323 -0.233443
5.9 -4 0.252754 -0.233005
6 -4 0.252278 -0.232566
6.1 -4 0.251803 -0.232128
6.2 -4 0.251327 -0.231689
6.3 -4 0.250852 -0.231251
6.4 -4 0.250376 -0.230813
6.5 -4 0.249901 -0.230374
6.6 -4 0.249425 -0.229936
6.7 -4 0.24895 -0.229497
6.8 -4 0.248474 -0.229059
6.9 -4 0.247998 -0.228621
7 -4 0.247523 -0.228182
7.1 -4 0.247047 -0.227744
7.2 -4 0.246572 -0.227305
7.3 -4 0.246096 -0.226867
7.4 -4 0.245621 -0.226429
7.5 -4 0.245145 -0.22599
7.6 -4 0.244669 -0.225552
7.7 -4 0.244194 -0.225113
7.8 -4 0.243718 -0.224675
7.9 -4 0.243243 -0.224237
8 -4 0.242767 -0.223798
8.1 -4 0.242292 -0.22336
8.2 -4 0.241816 -0.222921
8.3 -4 0.241341 -0.222483
8.4 -4 0.240865 -0.222045
8.5 -4 0.240389 -0.221606
8.6 -4 0.239914 -0.221168
8.7 -4 0.239438 -0.220729
8.8 -4 0.238963 -0.220291
8.9 -4 0.238487 -0.219853
9 -4 0.238012 -0.219414
9.1 -4 0.237536 -0.218976
9.2 -4 0.23706 -0.218537
9.3 -4 0.236585 -0.218099
9.4 -4 0.236109 -0.217661
9.5 -4 0.235634 -0.217222
9.6 -4 0.235158 -0.216784
9.7 -4 0.234683 -0.216345
9.8 -4 0.234207 -0.215907
9.9 -4 0.233732 -0.215469
10 -4 0.233256 -0.21503
10.1 -4 0.23278 -0.214592
10.2 -4 0.232305 -0.214153
10.3 -4 0.231829 -0.213715
10.4 -4 0.231354 -0.213277
10.5 -4 0.230878 -0.212838
10.6 -4 0.230403 -0.2124
10.7 -4 0.229927 -0.211961
10.8 -4 0.229452 -0.211523
10.9 -4 0.228976 -0.211084
11 -4 0.2285 -0.210646
11.1 -4 0.228025 -0.210208
11.2 -4 0.227549 -0.209769
11.3 -4 0.227074 -0.209331
11.4 -4 0.226598 -0.208892
