Fx1 Fz1 M_max M_min
11.5 -4 0.226123 -0.208454
11.6 -4 0.225647 -0.208016
11.7 -4 0.225171 -0.207577
11.8 -4 0.224696 -0.207139
11.9 -4 0.22422 -0.2067
12 -4 0.223745 -0.206262
12.1 -4 0.223269 -0.205824
12.2 -4 0.222794 -0.205385
12.3 -4 0.222318 -0.204947
12.4 -4 0.221843 -0.204508
12.5 -4 0.221367 -0.20407
12.6 -4 0.220891 -0.203632
12.7 -4 0.220416 -0.203193
12.8 -4 0.21994 -0.202755
12.9 -4 0.219465 -0.202316
13 -4 0.218989 -0.201878
13.1 -4 0.218514 -0.20144
13.2 -4 0.218038 -0.201001
13.3 -4 0.217563 -0.200563
13.4 -4 0.217087 -0.200124
13.5 -4 0.216611 -0.199686
13.6 -4 0.216136 -0.199248
13.7 -4 0.21566 -0.198809
13.8 -4 0.215185 -0.198371
13.9 -4 0.214709 -0.197932
14 -4 0.214234 -0.197494
14.1 -4 0.213758 -0.197056
14.2 -4 0.213282 -0.196617
14.3 -4 0.212807 -0.196179
14.4 -4 0.212331 -0.19574
14.5 -4 0.211856 -0.195302
14.6 -4 0.21138 -0.194864
14.7 -4 0.210905 -0.194425
14.8 -4 0.210429 -0.193987
14.9 -4 0.209954 -0.193548
15 -4 0.209478 -0.19311
15.1 -4 0.209002 -0.192672
15.2 -4 0.208527 -0.192233
15.3 -4 0.208051 -0.191795
15.4 -4 0.207576 -0.191356
15.5 -4 0.2071 -0.190918
15.6 -4 0.206625 -0.19048
15.7 -4 0.206149 -0.190041
15.8 -4 0.205673 -0.189603
15.9 -4 0.205198 -0.189164
16 -4 0.204722 -0.188726
16.1 -4 0.204247 -0.188288
16.2 -4 0.203771 -0.187849
16.3 -4 0.203296 -0.187411
16.4 -4 0.20282 -0.186972
16.5 -4 0.202345 -0.186534
16.6 -4 0.201869 -0.186096
16.7 -4 0.201393 -0.185657
16.8 -4 0.200918 -0.185219
16.9 -4 0.200442 -0.18478
17 -4 0.199967 -0.184342
17.1 -4 0.199491 -0.183904
17.2 -4 0.199016 -0.183465
17.3 -4 0.19854 -0.183027
17.4 -4 0.198065 -0.182588
17.5 -4 0.197589 -0.18215
17.6 -4 0.197113 -0.181712
17.7 -4 0.196638 -0.181273
17.8 -4 0.196162 -0.180835
17.9 -4 0.195687 -0.180396
18 -4 0.195211 -0.180151
18.1 -4 0.194736 -0.168929
18.2 -4 0.19426 -0.157708
18.3 -4 0.193784 -0.146487
18.4 -4 0.193309 -0.135265
18.5 -4 0.192833 -0.124044
18.6 -4 0.192358 -0.112822
18.7 -4 0.191882 -0.101601
18.8 -4 0.191407 -0.0903797
18.9 -4 0.190931 -0.0791583
19 -4 0.190456 -0.0679369
19.1 -4 0.18998 -0.0567155
19.2 -4 0.189504 -0.0454941
19.3 -4 0.189029 -0.0342727
19.4 -4 0.188553 -0.0230514
19.5 -4 0.188078 -0.01183
19.6 -4 0.187602 -0.000608591
19.7 -4 0.187127 0.0106128
19.8 -4 0.186651 0.0218342
19.9 -4 0.186176 0.0330556
-20 -3 -0.0442769 -0.162115
-19.9 -3 -0.0330556 -0.16259
-19.8 -3 -0.0218342 -0.163066
-19.7 -3 -0.0106128 -0.163541
-19.6 -3 0.000608591 -0.164017
-19.5 -3 0.01183 -0.164493
-19.4 -3 0.0230514 -0.164968
-19.3 -3 0.0342727 -0.165444
-19.2 -3 0.0454941 -0.165919
-19.1 -3 0.0567155 -0.166395
-19 -3 0.0679369 -0.16687
-18.9 -3 0.0791583 -0.167346
-18.8 -3 0.0903797 -0.167821
-18.7 -3 0.101601 -0.168297
-18.6 -3 0.112822 -0.168773
-18.5 -3 0.124044 -0.169248
-18.4 -3 0.135265 -0.169724
-18.3 -3 0.146487 -0.170199
-18.2 -3 0.157708 -0.170675
-18.1 -3 0.157777 -0.17115
-18 -3 0.158216 -0.171626
-17.9 -3 0.158654 -0.172102
-17.8 -3 0.159092 -0.172577
-17.7 -3 0.159531 -0.173053
-17.6 -3 0.159969 -0.173528
-17.5 -3 0.160408 -0.174004
-17.4 -3 0.160846 -0.174479
-17.3 -3 0.161284 -0.174955
-17.2 -3 0.161723 -0.17543
-17.1 -3 0.162161 -0.175906
-17 -3 0.1626 -0.176382
-16.9 -3 0.163038 -0.176857
-16.8 -3 0.163476 -0.177333
-16.7 -3 0.163915 -0.177808
-16.6 -3 0.164353 -0.178284
-16.5 -3 0.164792 -0.178759
-16.4 -3 0.16523 -0.179235
-16.3 -3 0.165668 -0.179711
-16.2 -3 0.166107 -0.180186
-16.1 -3 0.166545 -0.180662
-16 -3 0.166984 -0.181137
-15.9 -3 0.167422 -0.181613
-15.8 -3 0.167861 -0.182088
-15.7 -3 0.168299 -0.182564
-15.6 -3 0.168737 -0.183039
-15.5 -3 0.169176 -0.183515
-15.4 -3 0.169614 -0.183991
-15.3 -3 0.170053 -0.184466
-15.2 -3 0.170491 -0.184942
-15.1 -3 0.170929 -0.185417
-15 -3 0.171368 -0.185893
-14.9 -3 0.171806 -0.186368
-14.8 -3 0.172245 -0.186844
-14.7 -3 0.172683 -0.187319
-14.6 -3 0.173121 -0.187795
-14.5 -3 0.17356 -0.188271
-14.4 -3 0.173998 -0.188746
-14.3 -3 0.174437 -0.189222
-14.2 -3 0.174875 -0.189697
-14.1 -3 0.175313 -0.190173
-14 -3 0.175752 -0.190648
-13.9 -3 0.17619 -0.191124
-13.8 -3 0.176629 -0.1916
-13.7 -3 0.177067 -0.192075
-13.6 -3 0.177505 -0.192551
-13.5 -3 0.177944 -0.193026
-13.4 -3 0.178382 -0.193502
-13.3 -3 0.178821 -0.193977
-13.2 -3 0.179259 -0.194453
-13.1 -3 0.179697 -0.194928
-13 -3 0.180136 -0.195404
-12.9 -3 0.180574 -0.19588
-12.8 -3 0.181013 -0.196355
-12.7 -3 0.181451 -0.196831
-12.6 -3 0.181889 -0.197306
-12.5 -3 0.182328 -0.197782
-12.4 -3 0.182766 -0.198257
-12.3 -3 0.183205 -0.198733
-12.2 -3 0.183643 -0.199208
-12.1 -3 0.184081 -0.199684
-12 -3 0.18452 -0.20016
-11.9 -3 0.184958 -0.200635
-11.8 -3 0.185397 -0.201111
-11.7 -3 0.185835 -0.201586
-11.6 -3 0.186273 -0.202062
-11.5 -3 0.186712 -0.202537
-11.4 -3 0.18715 -0.203013
-11.3 -3 0.187589 -0.203489
-11.2 -3 0.188027 -0.203964
-11.1 -3 0.188465 -0.20444
-11 -3 0.188904 -0.204915
-10.9 -3 0.189342 -0.205391
-10.8 -3 0.189781 -0.205866
-10.7 -3 0.190219 -0.206342
-10.6 -3 0.190657 -0.206817
-10.5 -3 0.191096 -0.207293
-10.4 -3 0.191534 -0.207769
-10.3 -3 0.191973 -0.208244
-10.2 -3 0.192411 -0.20872
-10.1 -3 0.192849 -0.209195
-10 -3 0.193288 -0.209671
-9.9 -3 0.193726 -0.210146
-9.8 -3 0.194165 -0.210622
-9.7 -3 0.194603 -0.211098
-9.6 -3 0.195041 -0.211573
-9.5 -3 0.19548 -0.212049
-9.4 -3 0.195918 -0.212524
-9.3 -3 0.196357 -0.213
-9.2 -3 0.196795 -0.213475
-9.1 -3 0.197233 -0.213951
-9 -3 0.197672 -0.214426
-8.9 -3 0.19811 -0.214902
-8.8 -3 0.198549 -0.215378
-8.7 -3 0.198987 -0.215853
-8.6 -3 0.199425 -0.216329
-8.5 -3 0.199864 -0.216804
-8.4 -3 0.200302 -0.21728
-8.3 -3 0.200741 -0.217755
-8.2 -3 0.201179 -0.218231
-8.1 -3 0.201617 -0.218706
-8 -3 0.202056 -0.219182
-7.9 -3 0.202494 -0.219658
-7.8 -3 0.202933 -0.220133
-7.7 -3 0.203371 -0.220609
-7.6 -3 0.203809 -0.221084
-7.5 -3 0.204248 -0.22156
-7.4 -3 0.204686 -0.222035
-7.3 -3 0.205125 -0.222511
-7.2 -3 0.205563 -0.222987
-7.1 -3 0.206001 -0.223462
-7 -3 0.20644 -0.223938
-6.9 -3 0.206878 -0.224413
-6.8 -3 0.207317 -0.224889
-6.7 -3 0.207755 -0.225364
-6.6 -3 0.208193 -0.22584
-6.5 -3 0.208632 -0.226315
-6.4 -3 0.20907 -0.226791
-6.3 -3 0.209509 -0.227267
-6.2 -3 0.209947 -0.227742
-6.1 -3 0.210385 -0.228218
-6 -3 0.210824 -0.228693
-5.9 -3 0.211262 -0.229169
-5.8 -3 0.211701 -0.229644
-5.7 -3 0.212139 -0.23012
-5.6 -3 0.212577 -0.230595
-5.5 -3 0.213016 -0.231071
-5.4 -3 0.213454 -0.231547
-5.3 -3 0.213893 -0.232022
-5.2 -3 0.214331 -0.232498
-5.1 -3 0.214769 -0.232973
-5 -3 0.215208 -0.233449
-4.9 -3 0.215646 -0.233924
-4.8 -3 0.216085 -0.2344
-4.7 -3 0.216523 -0.234876
-4.6 -3 0.216962 -0.235351
-4.5 -3 0.2174 -0.235827
-4.4 -3 0.217838 -0.236302
-4.3 -3 0.218277 -0.236778
-4.2 -3 0.218715 -0.237253
-4.1 -3 0.219154 -0.237729
-4 -3 0.219592 -0.238204
-3.9 -3 0.22003 -0.23868
-3.8 -3 0.220469 -0.239156
-3.7 -3 0.220907 -0.239631
-3.6 -3 0.221346 -0.240107
-3.5 -3 0.221784 -0.240582
-3.4 -3 0.222222 -0.241058
-3.3 -3 0.222661 -0.241533
-3.2 -3 0.223099 -0.242009
-3.1 -3 0.223538 -0.242485
-3 -3 0.223976 -0.24296
-2.9 -3 0.224414 -0.243436
-2.8 -3 0.224853 -0.243911
-2.7 -3 0.225291 -0.244387
-2.6 -3 0.22573 -0.244862
-2.5 -3 0.226168 -0.245338
-2.4 -3 0.226606 -0.245813
-2.3 -3 0.227045 -0.246289
-2.2 -3 0.227483 -0.246773
-2.1 -3 0.227922 -0.246334
-2 -3 0.22836 -0.245896
-1.9 -3 0.228798 -0.245458
-1.8 -3 0.229237 -0.245019
-1.7 -3 0.229675 -0.244581
-1.6 -3 0.230114 -0.244142
-1.5 -3 0.230552 -0.243704
-1.4 -3 0.23099 -0.243266
-1.3 -3 0.231429 -0.242827
-1.2 -3 0.231867 -0.242389
-1.1 -3 0.232306 -0.24195
-1 -3 0.232744 -0.241512
-0.9 -3 0.233182 -0.241074
-0.8 -3 0.233621 -0.240635
-0.7 -3 0.234059 -0.240197
-0.6 -3 0.234498 -0.239758
-0.5 -3 0.234936 -0.23932
-0.4 -3 0.235374 -0.238882
-0.3 -3 0.235813 -0.238443
-0.2 -3 0.236251 -0.238005
-0.1 -3 0.23669 -0.237566
1.52933e-14 -3 0.237128 -0.237128
0.1 -3 0.237566 -0.23669
0.2 -3 0.238005 -0.236251
0.3 -3 0.238443 -0.235813
0.4 -3 0.238882 -0.235374
0.5 -3 0.23932 -0.234936
0.6 -3 0.239758 -0.234498
0.7 -3 0.240197 -0.234059
0.8 -3 0.240635 -0.233621
0.9 -3 0.241074 -0.233182
1 -3 0.241512 -0.232744
1.1 -3 0.24195 -0.232306
1.2 -3 0.242389 -0.231867
1.3 -3 0.242827 -0.231429
1.4 -3 0.243266 -0.23099
1.5 -3 0.243704 -0.230552
1.6 -3 0.244142 -0.230114
1.7 -3 0.244581 -0.229675
1.8 -3 0.245019 -0.229237
1.9 -3 0.245458 -0.228798
2 -3 0.245896 -0.22836
2.1 -3 0.246334 -0.227922
2.2 -3 0.246773 -0.227483
2.3 -3 0.246289 -0.227045
2.4 -3 0.245813 -0.226606
2.5 -3 0.245338 -0.226168
2.6 -3 0.244862 -0.22573
2.7 -3 0.244387 -0.225291
2.8 -3 0.243911 -0.224853
2.9 -3 0.243436 -0.224414
3 -3 0.24296 -0.223976
3.1 -3 0.242485 -0.223538
3.2 -3 0.242009 -0.223099
3.3 -3 0.241533 -0.222661
3.4 -3 0.241058 -0.222222
3.5 -3 0.240582 -0.221784
3.6 -3 0.240107 -0.221346
3.7 -3 0.239631 -0.220907
3.8 -3 0.239156 -0.220469
3.9 -3 0.23868 -0.22003
4 -3 0.238204 -0.219592
4.1 -3 0.237729 -0.219154
4.2 -3 0.237253 -0.218715
4.3 -3 0.236778 -0.218277
4.4 -3 0.236302 -0.217838
4.5 -3 0.235827 -0.2174
4.6 -3 0.235351 -0.216962
4.7 -3 0.234876 -0.216523
4.8 -3 0.2344 -0.216085
4.9 -3 0.233924 -0.215646
5 -3 0.233449 -0.215208
5.1 -3 0.232973 -0.214769
5.2 -3 0.232498 -0.214331
5.3 -3 0.232022 -0.213893
5.4 -3 0.231547 -0.213454
5.5 -3 0.231071 -0.213016
5.6 -3 0.230595 -0.212577
5.7 -3 0.23012 -0.212139
5.8 -3 0.229644 -0.211701
5.9 -3 0.229169 -0.211262
6 -3 0.228693 -0.210824
6.1 -3 0.228218 -0.210385
6.2 -3 0.227742 -0.209947
6.3 -3 0.227267 -0.209509
6.4 -3 0.226791 -0.20907
6.5 -3 0.226315 -0.208632
6.6 -3 0.22584 -0.208193
6.7 -3 0.225364 -0.207755
6.8 -3 0.224889 -0.207317
6.9 -3 0.224413 -0.206878
7 -3 0.223938 -0.20644
7.1 -3 0.223462 -0.206001
7.2 -3 0.222987 -0.205563
7.3 -3 0.222511 -0.205125
7.4 -3 0.222035 -0.204686
7.5 -3 0.22156 -0.204248
7.6 -3 0.221084 -0.203809
7.7 -3 0.220609 -0.203371
7.8 -3 0.220133 -0.202933
7.9 -3 0.219658 -0.202494
8 -3 0.219182 -0.202056
8.1 -3 0.218706 -0.201617
8.2 -3 0.218231 -0.201179
8.3 -3 0.217755 -0.200741
8.4 -3 0.21728 -0.200302
8.5 -3 0.216804 -0.199864
8.6 -3 0.216329 -0.199425
8.7 -3 0.215853 -0.198987
8.8 -3 0.215378 -0.198549
8.9 -3 0.214902 -0.19811
9 -3 0.214426 -0.197672
9.1 -3 0.213951 -0.197233
9.2 -3 0.213475 -0.196795
9.3 -3 0.213 -0.196357
9.4 -3 0.212524 -0.195918
9.5 -3 0.212049 -0.19548
9.6 -3 0.211573 -0.195041
9.7 -3 0.211098 -0.194603
9.8 -3 0.210622 -0.194165
9.9 -3 0.210146 -0.193726
10 -3 0.209671 -0.193288
10.1 -3 0.209195 -0.192849
10.2 -3 0.20872 -0.192411
10.3 -3 0.208244 -0.191973
10.4 -3 0.207769 -0.191534
10.5 -3 0.207293 -0.191096
10.6 -3 0.206817 -0.190657
10.7 -3 0.206342 -0.190219
10.8 -3 0.205866 -0.189781
10.9 -3 0.205391 -0.189342
11 -3 0.204915 -0.188904
11.1 -3 0.20444 -0.188465
11.2 -3 0.203964 -0.188027
11.3 -3 0.203489 -0.187589
11.4 -3 0.203013 -0.18715
11.5 -3 0.202537 -0.186712
11.6 -3 0.202062 -0.186273
11.7 -3 0.201586 -0.185835
11.8 -3 0.201111 -0.185397
11.9 -3 0.200635 -0.184958
12 -3 0.20016 -0.18452
12.1 -3 0.199684 -0.184081
12.2 -3 0.199208 -0.183643
12.3 -3 0.198733 -0.183205
12.4 -3 0.198257 -0.182766
12.5 -3 0.197782 -0.182328
12.6 -3 0.197306 -0.181889
12.7 -3 0.196831 -0.181451
12.8 -3 0.196355 -0.181013
12.9 -3 0.19588 -0.180574
13 -3 0.195404 -0.180136
13.1 -3 0.194928 -0.179697
13.2 -3 0.194453 -0.179259
13.3 -3 0.193977 -0.178821
13.4 -3 0.193502 -0.178382
13.5 -3 0.193026 -0.177944
13.6 -3 0.192551 -0.177505
13.7 -3 0.192075 -0.177067
13.8 -3 0.1916 -0.176629
13.9 -3 0.191124 -0.17619
14 -3 0.190648 -0.175752
14.1 -3 0.190173 -0.175313
14.2 -3 0.189697 -0.174875
14.3 -3 0.189222 -0.174437
14.4 -3 0.188746 -0.173998
14.5 -3 0.188271 -0.17356
14.6 -3 0.187795 -0.173121
14.7 -3 0.187319 -0.172683
14.8 -3 0.186844 -0.172245
14.9 -3 0.186368 -0.171806
15 -3 0.185893 -0.171368
15.1 -3 0.185417 -0.170929
15.2 -3 0.184942 -0.170491
15.3 -3 0.184466 -0.170053
15.4 -3 0.183991 -0.169614
15.5 -3 0.183515 -0.169176
15.6 -3 0.183039 -0.168737
15.7 -3 0.182564 -0.168299
15.8 -3 0.182088 -0.167861
15.9 -3 0.181613 -0.167422
16 -3 0.181137 -0.166984
16.1 -3 0.180662 -0.166545
16.2 -3 0.180186 -0.166107
16.3 -3 0.179711 -0.165668
16.4 -3 0.179235 -0.16523
16.5 -3 0.178759 -0.164792
16.6 -3 0.178284 -0.164353
16.7 -3 0.177808 -0.163915
16.8 -3 0.177333 -0.163476
16.9 -3 0.176857 -0.163038
17 -3 0.176382 -0.1626
17.1 -3 0.175906 -0.162161
17.2 -3 0.17543 -0.161723
17.3 -3 0.174955 -0.161284
17.4 -3 0.174479 -0.160846
17.5 -3 0.174004 -0.160408
17.6 -3 0.173528 -0.159969
17.7 -3 0.173053 -0.159531
17.8 -3 0.172577 -0.159092
17.9 -3 0.172102 -0.158654
18 -3 0.171626 -0.158216
18.1 -3 0.17115 -0.157777
18.2 -3 0.170675 -0.157708
18.3 -3 0.170199 -0.146487
18.4 -3 0.169724 -0.135265
18.5 -3 0.169248 -0.124044
18.6 -3 0.168773 -0.112822
18.7 -3 0.168297 -0.101601
18.8 -3 0.167821 -0.0903797
18.9 -3 0.167346 -0.0791583
19 -3 0.16687 -0.0679369
19.1 -3 0.166395 -0.0567155
19.2 -3 0.165919 -0.0454941
19.3 -3 0.165444 -0.0342727
19.4 -3 0.164968 -0.0230514
19.5 -3 0.164493 -0.01183
19.6 -3 0.164017 -0.000608591
19.7 -3 0.163541 0.0106128
19.8 -3 0.163066 0.0218342
19.9 -3 0.16259 0.0330556
-20 -2 -0.0442769 -0.13853
-19.9 -2 -0.0330556 -0.139005
-19.8 -2 -0.0218342 -0.139481
-19.7 -2 -0.0106128 -0.139956
-19.6 -2 0.000608591 -0.140432
-19.5 -2 0.01183 -0.140907
-19.4 -2 0.0230514 -0.141383
-19.3 -2 0.0342727 -0.141859
-19.2 -2 0.0454941 -0.142334
-19.1 -2 0.0567155 -0.14281
-19 -2 0.0679369 -0.143285
-18.9 -2 0.0791583 -0.143761
-18.8 -2 0.0903797 -0.144236
-18.7 -2 0.101601 -0.144712
-18.6 -2 0.112822 -0.145187
-18.5 -2 0.124044 -0.145663
-18.4 -2 0.135265 -0.146139
-18.3 -2 0.135158 -0.146614
-18.2 -2 0.135597 -0.14709
-18.1 -2 0.136035 -0.147565
-18 -2 0.136473 -0.148041
-17.9 -2 0.136912 -0.148516
-17.8 -2 0.13735 -0.148992
-17.7 -2 0.137789 -0.149467
-17.6 -2 0.138227 -0.149943
-17.5 -2 0.138665 -0.150419
-17.4 -2 0.139104 -0.150894
-17.3 -2 0.139542 -0.15137
-17.2 -2 0.139981 -0.151845
-17.1 -2 0.140419 -0.152321
-17 -2 0.140857 -0.152796
-16.9 -2 0.141296 -0.153272
-16.8 -2 0.141734 -0.153748
-16.7 -2 0.142173 -0.154223
-16.6 -2 0.142611 -0.154699
-16.5 -2 0.143049 -0.155174
-16.4 -2 0.143488 -0.15565
-16.3 -2 0.143926 -0.156125
-16.2 -2 0.144365 -0.156601
-16.1 -2 0.144803 -0.157076
-16 -2 0.145241 -0.157552
-15.9 -2 0.14568 -0.158028
-15.8 -2 0.146118 -0.158503
-15.7 -2 0.146557 -0.158979
-15.6 -2 0.146995 -0.159454
-15.5 -2 0.147433 -0.15993
-15.4 -2 0.147872 -0.160405
-15.3 -2 0.14831 -0.160881
-15.2 -2 0.148749 -0.161356
-15.1 -2 0.149187 -0.161832
-15 -2 0.149625 -0.162308
-14.9 -2 0.150064 -0.162783
-14.8 -2 0.150502 -0.163259
-14.7 -2 0.150941 -0.163734
-14.6 -2 0.151379 -0.16421
-14.5 -2 0.151817 -0.164685
-14.4 -2 0.152256 -0.165161
-14.3 -2 0.152694 -0.165637
-14.2 -2 0.153133 -0.166112
-14.1 -2 0.153571 -0.166588
-14 -2 0.154009 -0.167063
-13.9 -2 0.154448 -0.167539
-13.8 -2 0.154886 -0.168014
-13.7 -2 0.155325 -0.16849
-13.6 -2 0.155763 -0.168965
-13.5 -2 0.156201 -0.169441
-13.4 -2 0.15664 -0.169917
-13.3 -2 0.157078 -0.170392
-13.2 -2 0.157517 -0.170868
-13.1 -2 0.157955 -0.171343
-13 -2 0.158393 -0.171819
-12.9 -2 0.158832 -0.172294
-12.8 -2 0.15927 -0.17277
-12.7 -2 0.159709 -0.173246
-12.6 -2 0.160147 -0.173721
-12.5 -2 0.160585 -0.174197
-12.4 -2 0.161024 -0.174672
-12.3 -2 0.161462 -0.175148
-12.2 -2 0.161901 -0.175623
-12.1 -2 0.162339 -0.176099
-12 -2 0.162777 -0.176574
-11.9 -2 0.163216 -0.17705
-11.8 -2 0.163654 -0.177526
-11.7 -2 0.164093 -0.178001
-11.6 -2 0.164531 -0.178477
-11.5 -2 0.164969 -0.178952
-11.4 -2 0.165408 -0.179428
-11.3 -2 0.165846 -0.179903
-11.2 -2 0.166285 -0.180379
-11.1 -2 0.166723 -0.180854
-11 -2 0.167161 -0.18133
-10.9 -2 0.1676 -0.181806
-10.8 -2 0.168038 -0.182281
-10.7 -2 0.168477 -0.182757
-10.6 -2 0.168915 -0.183232
-10.5 -2 0.169353 -0.183708
-10.4 -2 0.169792 -0.184183
-10.3 -2 0.17023 -0.184659
-10.2 -2 0.170669 -0.185135
-10.1 -2 0.171107 -0.18561
-10 -2 0.171545 -0.186086
-9.9 -2 0.171984 -0.186561
-9.8 -2 0.172422 -0.187037
-9.7 -2 0.172861 -0.187512
-9.6 -2 0.173299 -0.187988
-9.5 -2 0.173738 -0.188463
-9.4 -2 0.174176 -0.188939
-9.3 -2 0.174614 -0.189415
-9.2 -2 0.175053 -0.18989
-9.1 -2 0.175491 -0.190366
-9 -2 0.17593 -0.190841
-8.9 -2 0.176368 -0.191317
-8.8 -2 0.176806 -0.191792
-8.7 -2 0.177245 -0.192268
-8.6 -2 0.177683 -0.192743
-8.5 -2 0.178122 -0.193219
-8.4 -2 0.17856 -0.193695
-8.3 -2 0.178998 -0.19417
-8.2 -2 0.179437 -0.194646
-8.1 -2 0.179875 -0.195121
-8 -2 0.180314 -0.195597
-7.9 -2 0.180752 -0.196072
-7.8 -2 0.18119 -0.196548
-7.7 -2 0.181629 -0.197024
-7.6 -2 0.182067 -0.197499
-7.5 -2 0.182506 -0.197975
-7.4 -2 0.182944 -0.19845
-7.3 -2 0.183382 -0.198926
-7.2 -2 0.183821 -0.199401
-7.1 -2 0.184259 -0.199877
-7 -2 0.184698 -0.200352
-6.9 -2 0.185136 -0.200828
-6.8 -2 0.185574 -0.201304
-6.7 -2 0.186013 -0.201779
-6.6 -2 0.186451 -0.202255
-6.5 -2 0.18689 -0.20273
-6.4 -2 0.187328 -0.203206
-6.3 -2 0.187766 -0.203681
-6.2 -2 0.188205 -0.204157
-6.1 -2 0.188643 -0.204633
-6 -2 0.189082 -0.205108
-5.9 -2 0.18952 -0.205584
-5.8 -2 0.189958 -0.206059
-5.7 -2 0.190397 -0.206535
-5.6 -2 0.190835 -0.20701
-5.5 -2 0.191274 -0.207486
-5.4 -2 0.191712 -0.207961
-5.3 -2 0.19215 -0.208437
-5.2 -2 0.192589 -0.208913
-5.1 -2 0.193027 -0.209388
-5 -2 0.193466 -0.209864
-4.9 -2 0.193904 -0.210339
-4.8 -2 0.194342 -0.210815
-4.7 -2 0.194781 -0.21129
-4.6 -2 0.195219 -0.211766
-4.5 -2 0.195658 -0.212241
-4.4 -2 0.196096 -0.212717
-4.3 -2 0.196534 -0.213193
-4.2 -2 0.196973 -0.213668
-4.1 -2 0.197411 -0.214144
-4 -2 0.19785 -0.214619
-3.9 -2 0.198288 -0.215095
-3.8 -2 0.198726 -0.21557
-3.7 -2 0.199165 -0.216046
-3.6 -2 0.199603 -0.216522
-3.5 -2 0.200042 -0.216997
-3.4 -2 0.20048 -0.217473
-3.3 -2 0.200918 -0.217948
-3.2 -2 0.201357 -0.218424
-3.1 -2 0.201795 -0.218899
-3 -2 0.202234 -0.219375
-2.9 -2 0.202672 -0.21985
-2.8 -2 0.20311 -0.220326
-2.7 -2 0.203549 -0.220802
-2.6 -2 0.203987 -0.221277
-2.5 -2 0.204426 -0.221753
-2.4 -2 0.204864 -0.222228
-2.3 -2 0.205302 -0.222704
-2.2 -2 0.205741 -0.223179
-2.1 -2 0.206179 -0.223655
-2 -2 0.206618 -0.224154
-1.9 -2 0.207056 -0.223715
-1.8 -2 0.207494 -0.223277
-1.7 -2 0.207933 -0.222839
-1.6 -2 0.208371 -0.2224
-1.5 -2 0.20881 -0.221962
-1.4 -2 0.209248 -0.221523
-1.3 -2 0.209686 -0.221085
-1.2 -2 0.210125 -0.220647
-1.1 -2 0.210563 -0.220208
-1 -2 0.211002 -0.21977
-0.9 -2 0.21144 -0.219331
-0.8 -2 0.211878 -0.218893
-0.7 -2 0.212317 -0.218454
-0.6 -2 0.212755 -0.218016
-0.5 -2 0.213194 -0.217578
-0.4 -2 0.213632 -0.217139
-0.3 -2 0.21407 -0.216701
-0.2 -2 0.214509 -0.216262
-0.1 -2 0.214947 -0.215824
1.52933e-14 -2 0.215386 -0.215386
0.1 -2 0.215824 -0.214947
0.2 -2 0.216262 -0.214509
0.3 -2 0.216701 -0.21407
0.4 -2 0.217139 -0.213632
0.5 -2 0.217578 -0.213194
0.6 -2 0.218016 -0.212755
0.7 -2 0.218454 -0.212317
0.8 -2 0.218893 -0.211878
0.9 -2 0.219331 -0.21144
1 -2 0.21977 -0.211002
1.1 -2 0.220208 -0.210563
1.2 -2 0.220647 -0.210125
1.3 -2 0.221085 -0.209686
1.4 -2 0.221523 -0.209248
1.5 -2 0.221962 -0.20881
1.6 -2 0.2224 -0.208371
1.7 -2 0.222839 -0.207933
1.8 -2 0.223277 -0.207494
1.9 -2 0.223715 -0.207056
2 -2 0.224154 -0.206618
2.1 -2 0.223655 -0.206179
2.2 -2 0.223179 -0.205741
2.3 -2 0.222704 -0.205302
2.4 -2 0.222228 -0.204864
2.5 -2 0.221753 -0.204426
2.6 -2 0.221277 -0.203987
2.7 -2 0.220802 -0.203549
2.8 -2 0.220326 -0.20311
2.9 -2 0.21985 -0.202672
3 -2 0.219375 -0.202234
3.1 -2 0.218899 -0.201795
3.2 -2 0.218424 -0.201357
3.3 -2 0.217948 -0.200918
3.4 -2 0.217473 -0.20048
3.5 -2 0.216997 -0.200042
3.6 -2 0.216522 -0.199603
3.7 -2 0.216046 -0.199165
3.8 -2 0.21557 -0.198726
3.9 -2 0.215095 -0.198288
4 -2 0.214619 -0.19785
4.1 -2 0.214144 -0.197411
4.2 -2 0.213668 -0.196973
4.3 -2 0.213193 -0.196534
4.4 -2 0.212717 -0.196096
4.5 -2 0.212241 -0.195658
4.6 -2 0.211766 -0.195219
4.7 -2 0.21129 -0.194781
4.8 -2 0.210815 -0.194342
4.9 -2 0.210339 -0.193904
5 -2 0.209864 -0.193466
5.1 -2 0.209388 -0.193027
5.2 -2 0.208913 -0.192589
5.3 -2 0.208437 -0.19215
5.4 -2 0.207961 -0.191712
5.5 -2 0.207486 -0.191274
5.6 -2 0.20701 -0.190835
5.7 -2 0.206535 -0.190397
5.8 -2 0.206059 -0.189958
5.9 -2 0.205584 -0.18952
6 -2 0.205108 -0.189082
6.1 -2 0.204633 -0.188643
6.2 -2 0.204157 -0.188205
6.3 -2 0.203681 -0.187766
6.4 -2 0.203206 -0.187328
6.5 -2 0.20273 -0.18689
6.6 -2 0.202255 -0.186451
6.7 -2 0.201779 -0.186013
6.8 -2 0.201304 -0.185574
6.9 -2 0.200828 -0.185136
7 -2 0.200352 -0.184698
7.1 -2 0.199877 -0.184259
7.2 -2 0.199401 -0.183821
7.3 -2 0.198926 -0.183382
