Fx Fz M_max M_min
1.52933e-14 -5 0.180481 -0.180481
0.1 -5 0.177254 -0.183708
0.2 -5 0.174026 -0.186935
0.3 -5 0.170799 -0.190162
0.4 -5 0.167572 -0.193389
0.5 -5 0.164345 -0.196617
0.6 -5 0.161118 -0.199844
0.7 -5 0.15789 -0.203071
0.8 -5 0.154663 -0.206298
0.9 -5 0.151436 -0.209525
1 -5 0.148209 -0.212753
1.1 -5 0.144982 -0.21598
1.2 -5 0.141754 -0.219207
1.3 -5 0.138527 -0.222434
1.4 -5 0.1353 -0.225661
1.5 -5 0.132073 -0.228889
1.6 -5 0.0684688 -0.232116
1.7 -5 0.124545 -0.235343
1.8 -5 0.120157 -0.23857
1.9 -5 0.115769 -0.241797
2 -5 0.111381 -0.245025
2.1 -5 0.106993 -0.248252
2.2 -5 0.102606 -0.251479
2.3 -5 0.0982178 -0.254706
2.4 -5 0.0938299 -0.257933
2.5 -5 0.0894421 -0.26116
2.6 -5 0.0850542 -0.264388
2.7 -5 0.0806663 -0.267615
2.8 -5 0.0762785 -0.270842
2.9 -5 0.0718906 -0.274069
3 -5 0.0675028 -0.277296
3.1 -5 0.0631149 -0.280524
3.2 -5 0.0587271 -0.283751
3.3 -5 0.0543392 -0.286978
3.4 -5 0.0499514 -0.290205
3.5 -5 0.0455635 -0.293432
3.6 -5 0.0411757 -0.29666
3.7 -5 0.0367878 -0.299887
3.8 -5 0.0323999 -0.293992
3.9 -5 0.0280121 -0.285992
4 -5 0.0236242 -0.277991
4.1 -5 0.0192364 -0.269991
4.2 -5 0.0148485 -0.261991
4.3 -5 0.0104607 -0.253991
4.4 -5 0.00607281 -0.245991
4.5 -5 0.00168495 -0.23799
4.6 -5 -0.0027029 -0.22999
4.7 -5 -0.00709076 -0.22199
4.8 -5 -0.0114786 -0.21399
4.9 -5 -0.0158665 -0.205989
5 -5 -0.0202543 -0.197989
5.1 -5 -0.0246422 -0.189989
5.2 -5 -0.02903 -0.181989
5.3 -5 -0.0334179 -0.173989
5.4 -5 -0.0378057 -0.165988
5.5 -5 -0.0421936 -0.157988
5.6 -5 -0.0465815 -0.149988
5.7 -5 -0.0509693 -0.141988
5.8 -5 -0.0553572 -0.133988
5.9 -5 -0.059745 -0.125987
6 -5 -0.0641329 -0.117987
6.1 -5 -0.0685207 -0.109987
6.2 -5 -0.0729086 -0.101987
6.3 -5 -0.0772964 -0.0939865
6.4 -5 -0.0816843 -0.0859863
6.5 -5 0 0
6.6 -5 0 0
6.7 -5 0 0
6.8 -5 0 0
6.9 -5 0 0
7 -5 0 0
7.1 -5 0 0
7.2 -5 0 0
7.3 -5 0 0
7.4 -5 0 0
7.5 -5 0 0
7.6 -5 0 0
7.7 -5 0 0
7.8 -5 0 0
7.9 -5 0 0
8 -5 0 0
8.1 -5 0 0
8.2 -5 0 0
8.3 -5 0 0
8.4 -5 0 0
8.5 -5 0 0
8.6 -5 0 0
8.7 -5 0 0
8.8 -5 0 0
8.9 -5 0 0
9 -5 0 0
9.1 -5 0 0
9.2 -5 0 0
9.3 -5 0 0
9.4 -5 0 0
9.5 -5 0 0
9.6 -5 0 0
9.7 -5 0 0
9.8 -5 0 0
9.9 -5 0 0
10 -5 0 0
10.1 -5 0 0
10.2 -5 0 0
10.3 -5 0 0
10.4 -5 0 0
10.5 -5 0 0
10.6 -5 0 0
10.7 -5 0 0
10.8 -5 0 0
10.9 -5 0 0
11 -5 0 0
11.1 -5 0 0
11.2 -5 0 0
11.3 -5 0 0
11.4 -5 0 0
11.5 -5 0 0
11.6 -5 0 0
11.7 -5 0 0
11.8 -5 0 0
11.9 -5 0 0
12 -5 0 0
12.1 -5 0 0
12.2 -5 0 0
12.3 -5 0 0
12.4 -5 0 0
12.5 -5 0 0
12.6 -5 0 0
12.7 -5 0 0
12.8 -5 0 0
12.9 -5 0 0
13 -5 0 0
13.1 -5 0 0
13.2 -5 0 0
13.3 -5 0 0
13.4 -5 0 0
13.5 -5 0 0
13.6 -5 0 0
13.7 -5 0 0
13.8 -5 0 0
13.9 -5 0 0
14 -5 0 0
14.1 -5 0 0
14.2 -5 0 0
14.3 -5 0 0
14.4 -5 0 0
14.5 -5 0 0
14.6 -5 0 0
14.7 -5 0 0
14.8 -5 0 0
14.9 -5 0 0
15 -5 0 0
15.1 -5 0 0
15.2 -5 0 0
15.3 -5 0 0
15.4 -5 0 0
15.5 -5 0 0
15.6 -5 0 0
15.7 -5 0 0
15.8 -5 0 0
15.9 -5 0 0
16 -5 0 0
16.1 -5 0 0
16.2 -5 0 0
16.3 -5 0 0
16.4 -5 0 0
16.5 -5 0 0
16.6 -5 0 0
16.7 -5 0 0
16.8 -5 0 0
16.9 -5 0 0
17 -5 0 0
17.1 -5 0 0
17.2 -5 0 0
17.3 -5 0 0
17.4 -5 0 0
17.5 -5 0 0
17.6 -5 0 0
17.7 -5 0 0
17.8 -5 0 0
17.9 -5 0 0
18 -5 0 0
18.1 -5 0 0
18.2 -5 0 0
18.3 -5 0 0
18.4 -5 0 0
18.5 -5 0 0
18.6 -5 0 0
18.7 -5 0 0
18.8 -5 0 0
18.9 -5 0 0
19 -5 0 0
19.1 -5 0 0
19.2 -5 0 0
19.3 -5 0 0
19.4 -5 0 0
19.5 -5 0 0
19.6 -5 0 0
19.7 -5 0 0
19.8 -5 0 0
19.9 -5 0 0
-20 -4 0 0
-19.9 -4 0 0
-19.8 -4 0 0
-19.7 -4 0 0
-19.6 -4 0 0
-19.5 -4 0 0
-19.4 -4 0 0
-19.3 -4 0 0
-19.2 -4 0 0
-19.1 -4 0 0
-19 -4 0 0
-18.9 -4 0 0
-18.8 -4 0 0
-18.7 -4 0 0
-18.6 -4 0 0
-18.5 -4 0 0
-18.4 -4 0 0
-18.3 -4 0 0
-18.2 -4 0 0
-18.1 -4 0 0
-18 -4 0 0
-17.9 -4 0 0
-17.8 -4 0 0
-17.7 -4 0 0
-17.6 -4 0 0
-17.5 -4 0 0
-17.4 -4 0 0
-17.3 -4 0 0
-17.2 -4 0 0
-17.1 -4 0 0
-17 -4 0 0
-16.9 -4 0 0
-16.8 -4 0 0
-16.7 -4 0 0
-16.6 -4 0 0
-16.5 -4 0 0
-16.4 -4 0 0
-16.3 -4 0 0
-16.2 -4 0 0
-16.1 -4 0 0
-16 -4 0 0
-15.9 -4 0 0
-15.8 -4 0 0
-15.7 -4 0 0
-15.6 -4 0 0
-15.5 -4 0 0
-15.4 -4 0 0
-15.3 -4 0 0
-15.2 -4 0 0
-15.1 -4 0 0
-15 -4 0 0
-14.9 -4 0 0
-14.8 -4 0 0
-14.7 -4 0 0
-14.6 -4 0 0
-14.5 -4 0 0
-14.4 -4 0 0
-14.3 -4 0 0
-14.2 -4 0 0
-14.1 -4 0 0
-14 -4 0 0
-13.9 -4 0 0
-13.8 -4 0 0
-13.7 -4 0 0
-13.6 -4 0 0
-13.5 -4 0 0
-13.4 -4 0 0
-13.3 -4 0 0
-13.2 -4 0 0
-13.1 -4 0 0
-13 -4 0 0
-12.9 -4 0 0
-12.8 -4 0 0
-12.7 -4 0 0
-12.6 -4 0 0
-12.5 -4 0 0
-12.4 -4 0 0
-12.3 -4 0 0
-12.2 -4 0 0
-12.1 -4 0 0
-12 -4 0 0
-11.9 -4 0 0
-11.8 -4 0 0
-11.7 -4 0 0
-11.6 -4 0 0
-11.5 -4 0 0
-11.4 -4 0 0
-11.3 -4 0 0
-11.2 -4 0 0
-11.1 -4 0 0
-11 -4 0 0
-10.9 -4 0 0
-10.8 -4 0 0
-10.7 -4 0 0
-10.6 -4 0 0
-10.5 -4 0 0
-10.4 -4 0 0
-10.3 -4 0 0
-10.2 -4 0 0
-10.1 -4 0 0
-10 -4 0 0
-9.9 -4 0 0
-9.8 -4 0 0
-9.7 -4 0 0
-9.6 -4 0 0
-9.5 -4 0 0
-9.4 -4 0 0
-9.3 -4 0 0
-9.2 -4 0 0
-9.1 -4 0 0
-9 -4 0 0
-8.9 -4 0 0
-8.8 -4 0 0
-8.7 -4 0 0
-8.6 -4 0 0
-8.5 -4 0 0
-8.4 -4 0 0
-8.3 -4 0 0
-8.2 -4 0 0
-8.1 -4 0 0
-8 -4 0 0
-7.9 -4 0 0
-7.8 -4 0 0
-7.7 -4 0 0
-7.6 -4 0 0
-7.5 -4 0 0
-7.4 -4 0 0
-7.3 -4 0 0
-7.2 -4 0 0
-7.1 -4 0 0
-7 -4 0 0
-6.9 -4 0 0
-6.8 -4 0 0
-6.7 -4 0 0
-6.6 -4 0 0
-6.5 -4 0 0
-6.4 -4 0 0
-6.3 -4 0 0
-6.2 -4 0.101987 0.100372
-6.1 -4 0.109987 0.0959844
-6 -4 0.117987 0.0915966
-5.9 -4 0.125987 0.0872087
-5.8 -4 0.133988 0.0828209
-5.7 -4 0.141988 0.078433
-5.6 -4 0.149988 0.0740451
-5.5 -4 0.157988 0.0696573
-5.4 -4 0.165988 0.0652694
-5.3 -4 0.173989 0.0608816
-5.2 -4 0.181989 0.0564937
-5.1 -4 0.189989 0.0521059
-5 -4 0.197989 0.047718
-4.9 -4 0.205989 0.0433302
-4.8 -4 0.21399 0.0389423
-4.7 -4 0.22199 0.0345544
-4.6 -4 0.22999 0.0301666
-4.5 -4 0.23799 0.0257787
-4.4 -4 0.245991 0.0213909
-4.3 -4 0.253991 0.017003
-4.2 -4 0.261991 0.0126152
-4.1 -4 0.269991 0.00822732
-4 -4 0.277991 0.00383946
-3.9 -4 0.281451 -0.000548395
-3.8 -4 0.278223 -0.00493625
-3.7 -4 0.274996 -0.00932411
-3.6 -4 0.271769 -0.013712
-3.5 -4 0.268542 -0.0180998
-3.4 -4 0.265315 -0.0224877
-3.3 -4 0.262087 -0.0268755
-3.2 -4 0.25886 -0.0312634
-3.1 -4 0.255633 -0.0356512
-3 -4 0.252406 -0.0400391
-2.9 -4 0.249179 -0.0444269
-2.8 -4 0.245951 -0.0488148
-2.7 -4 0.242724 -0.0532027
-2.6 -4 0.239497 -0.0575905
-2.5 -4 0.23627 -0.0619784
-2.4 -4 0.233043 -0.0663662
-2.3 -4 0.229816 -0.0707541
-2.2 -4 0.226588 -0.0751419
-2.1 -4 0.223361 -0.0795298
-2 -4 0.220134 -0.0839176
-1.9 -4 0.216907 -0.0883055
-1.8 -4 0.21368 -0.0926934
-1.7 -4 0.210452 -0.0970812
-1.6 -4 0.207225 -0.101469
-1.5 -4 0.203998 -0.105857
-1.4 -4 0.253677 -0.11041
-1.3 -4 0.197544 -0.113637
-1.2 -4 0.194316 -0.116864
-1.1 -4 0.191089 -0.120091
-1 -4 0.187862 -0.123318
-0.9 -4 0.184635 -0.126545
-0.8 -4 0.181408 -0.129773
-0.7 -4 0.17818 -0.133
-0.6 -4 0.174953 -0.136227
-0.5 -4 0.171726 -0.139454
-0.4 -4 0.168499 -0.142681
-0.3 -4 0.165272 -0.145909
-0.2 -4 0.162045 -0.149136
-0.1 -4 0.158817 -0.152363
1.52933e-14 -4 0.15559 -0.15559
0.1 -4 0.152363 -0.158817
0.2 -4 0.149136 -0.162045
0.3 -4 0.145909 -0.165272
0.4 -4 0.142681 -0.168499
0.5 -4 0.139454 -0.171726
0.6 -4 0.136227 -0.174953
0.7 -4 0.133 -0.17818
0.8 -4 0.129773 -0.181408
0.9 -4 0.126545 -0.184635
1 -4 0.123318 -0.187862
1.1 -4 0.120091 -0.191089
1.2 -4 0.116864 -0.194316
1.3 -4 0.113637 -0.197544
1.4 -4 0.0575035 -0.200771
1.5 -4 0.105857 -0.203998
1.6 -4 0.101469 -0.207225
1.7 -4 0.0970812 -0.210452
1.8 -4 0.0926934 -0.21368
1.9 -4 0.0883055 -0.216907
2 -4 0.0839176 -0.220134
2.1 -4 0.0795298 -0.223361
2.2 -4 0.0751419 -0.226588
2.3 -4 0.0707541 -0.229816
2.4 -4 0.0663662 -0.233043
2.5 -4 0.0619784 -0.23627
2.6 -4 0.0575905 -0.239497
2.7 -4 0.0532027 -0.242724
2.8 -4 0.0488148 -0.245951
2.9 -4 0.0444269 -0.249179
3 -4 0.0400391 -0.252406
3.1 -4 0.0356512 -0.255633
3.2 -4 0.0312634 -0.25886
3.3 -4 0.0268755 -0.262087
3.4 -4 0.0224877 -0.265315
3.5 -4 0.0180998 -0.268542
3.6 -4 0.013712 -0.271769
3.7 -4 0.00932411 -0.274996
3.8 -4 0.00493625 -0.278223
3.9 -4 0.000548395 -0.281451
4 -4 -0.00383946 -0.277991
4.1 -4 -0.00822732 -0.269991
4.2 -4 -0.0126152 -0.261991
4.3 -4 -0.017003 -0.253991
4.4 -4 -0.0213909 -0.245991
4.5 -4 -0.0257787 -0.23799
4.6 -4 -0.0301666 -0.22999
4.7 -4 -0.0345544 -0.22199
4.8 -4 -0.0389423 -0.21399
4.9 -4 -0.0433302 -0.205989
5 -4 -0.047718 -0.197989
5.1 -4 -0.0521059 -0.189989
5.2 -4 -0.0564937 -0.181989
5.3 -4 -0.0608816 -0.173989
5.4 -4 -0.0652694 -0.165988
5.5 -4 -0.0696573 -0.157988
5.6 -4 -0.0740451 -0.149988
5.7 -4 -0.078433 -0.141988
5.8 -4 -0.0828209 -0.133988
5.9 -4 -0.0872087 -0.125987
6 -4 -0.0915966 -0.117987
6.1 -4 -0.0959844 -0.109987
6.2 -4 -0.100372 -0.101987
6.3 -4 0 0
6.4 -4 0 0
6.5 -4 0 0
6.6 -4 0 0
6.7 -4 0 0
6.8 -4 0 0
6.9 -4 0 0
7 -4 0 0
7.1 -4 0 0
7.2 -4 0 0
7.3 -4 0 0
7.4 -4 0 0
7.5 -4 0 0
7.6 -4 0 0
7.7 -4 0 0
7.8 -4 0 0
7.9 -4 0 0
8 -4 0 0
8.1 -4 0 0
8.2 -4 0 0
8.3 -4 0 0
8.4 -4 0 0
8.5 -4 0 0
8.6 -4 0 0
8.7 -4 0 0
8.8 -4 0 0
8.9 -4 0 0
9 -4 0 0
9.1 -4 0 0
9.2 -4 0 0
9.3 -4 0 0
9.4 -4 0 0
9.5 -4 0 0
9.6 -4 0 0
9.7 -4 0 0
9.8 -4 0 0
9.9 -4 0 0
10 -4 0 0
10.1 -4 0 0
10.2 -4 0 0
10.3 -4 0 0
10.4 -4 0 0
10.5 -4 0 0
10.6 -4 0 0
10.7 -4 0 0
10.8 -4 0 0
10.9 -4 0 0
11 -4 0 0
11.1 -4 0 0
11.2 -4 0 0
11.3 -4 0 0
11.4 -4 0 0
11.5 -4 0 0
11.6 -4 0 0
11.7 -4 0 0
11.8 -4 0 0
11.9 -4 0 0
12 -4 0 0
12.1 -4 0 0
12.2 -4 0 0
12.3 -4 0 0
12.4 -4 0 0
12.5 -4 0 0
12.6 -4 0 0
12.7 -4 0 0
12.8 -4 0 0
12.9 -4 0 0
13 -4 0 0
13.1 -4 0 0
13.2 -4 0 0
13.3 -4 0 0
13.4 -4 0 0
13.5 -4 0 0
13.6 -4 0 0
13.7 -4 0 0
13.8 -4 0 0
13.9 -4 0 0
14 -4 0 0
14.1 -4 0 0
14.2 -4 0 0
14.3 -4 0 0
14.4 -4 0 0
14.5 -4 0 0
14.6 -4 0 0
14.7 -4 0 0
14.8 -4 0 0
14.9 -4 0 0
15 -4 0 0
15.1 -4 0 0
15.2 -4 0 0
15.3 -4 0 0
15.4 -4 0 0
15.5 -4 0 0
15.6 -4 0 0
15.7 -4 0 0
15.8 -4 0 0
15.9 -4 0 0
16 -4 0 0
16.1 -4 0 0
16.2 -4 0 0
16.3 -4 0 0
16.4 -4 0 0
16.5 -4 0 0
16.6 -4 0 0
16.7 -4 0 0
16.8 -4 0 0
16.9 -4 0 0
17 -4 0 0
17.1 -4 0 0
17.2 -4 0 0
17.3 -4 0 0
17.4 -4 0 0
17.5 -4 0 0
17.6 -4 0 0
17.7 -4 0 0
17.8 -4 0 0
17.9 -4 0 0
18 -4 0 0
18.1 -4 0 0
18.2 -4 0 0
18.3 -4 0 0
18.4 -4 0 0
18.5 -4 0 0
18.6 -4 0 0
18.7 -4 0 0
18.8 -4 0 0
18.9 -4 0 0
19 -4 0 0
19.1 -4 0 0
19.2 -4 0 0
19.3 -4 0 0
19.4 -4 0 0
19.5 -4 0 0
19.6 -4 0 0
19.7 -4 0 0
19.8 -4 0 0
19.9 -4 0 0
-20 -3 0 0
-19.9 -3 0 0
-19.8 -3 0 0
-19.7 -3 0 0
-19.6 -3 0 0
-19.5 -3 0 0
-19.4 -3 0 0
-19.3 -3 0 0
-19.2 -3 0 0
-19.1 -3 0 0
-19 -3 0 0
-18.9 -3 0 0
-18.8 -3 0 0
-18.7 -3 0 0
-18.6 -3 0 0
-18.5 -3 0 0
-18.4 -3 0 0
-18.3 -3 0 0
-18.2 -3 0 0
-18.1 -3 0 0
-18 -3 0 0
-17.9 -3 0 0
-17.8 -3 0 0
-17.7 -3 0 0
-17.6 -3 0 0
-17.5 -3 0 0
-17.4 -3 0 0
-17.3 -3 0 0
-17.2 -3 0 0
-17.1 -3 0 0
-17 -3 0 0
-16.9 -3 0 0
-16.8 -3 0 0
-16.7 -3 0 0
-16.6 -3 0 0
-16.5 -3 0 0
-16.4 -3 0 0
-16.3 -3 0 0
-16.2 -3 0 0
-16.1 -3 0 0
-16 -3 0 0
-15.9 -3 0 0
-15.8 -3 0 0
-15.7 -3 0 0
-15.6 -3 0 0
-15.5 -3 0 0
-15.4 -3 0 0
-15.3 -3 0 0
-15.2 -3 0 0
-15.1 -3 0 0
-15 -3 0 0
-14.9 -3 0 0
-14.8 -3 0 0
-14.7 -3 0 0
-14.6 -3 0 0
-14.5 -3 0 0
-14.4 -3 0 0
-14.3 -3 0 0
-14.2 -3 0 0
-14.1 -3 0 0
-14 -3 0 0
-13.9 -3 0 0
-13.8 -3 0 0
-13.7 -3 0 0
-13.6 -3 0 0
-13.5 -3 0 0
-13.4 -3 0 0
-13.3 -3 0 0
-13.2 -3 0 0
-13.1 -3 0 0
-13 -3 0 0
-12.9 -3 0 0
-12.8 -3 0 0
-12.7 -3 0 0
-12.6 -3 0 0
-12.5 -3 0 0
-12.4 -3 0 0
-12.3 -3 0 0
-12.2 -3 0 0
-12.1 -3 0 0
-12 -3 0 0
-11.9 -3 0 0
-11.8 -3 0 0
-11.7 -3 0 0
-11.6 -3 0 0
-11.5 -3 0 0
-11.4 -3 0 0
-11.3 -3 0 0
-11.2 -3 0 0
-11.1 -3 0 0
-11 -3 0 0
-10.9 -3 0 0
-10.8 -3 0 0
-10.7 -3 0 0
-10.6 -3 0 0
-10.5 -3 0 0
-10.4 -3 0 0
-10.3 -3 0 0
-10.2 -3 0 0
-10.1 -3 0 0
-10 -3 0 0
-9.9 -3 0 0
-9.8 -3 0 0
-9.7 -3 0 0
-9.6 -3 0 0
-9.5 -3 0 0
-9.4 -3 0 0
-9.3 -3 0 0
-9.2 -3 0 0
-9.1 -3 0 0
-9 -3 0 0
-8.9 -3 0 0
-8.8 -3 0 0
-8.7 -3 0 0
-8.6 -3 0 0
-8.5 -3 0 0
-8.4 -3 0 0
-8.3 -3 0 0
-8.2 -3 0 0
-8.1 -3 0 0
-8 -3 0 0
-7.9 -3 0 0
-7.8 -3 0 0
-7.7 -3 0 0
-7.6 -3 0 0
-7.5 -3 0 0
-7.4 -3 0 0
-7.3 -3 0 0
-7.2 -3 0 0
-7.1 -3 0 0
-7 -3 0 0
-6.9 -3 0 0
-6.8 -3 0 0
-6.7 -3 0 0
-6.6 -3 0 0
-6.5 -3 0 0
-6.4 -3 0 0
-6.3 -3 0 0
-6.2 -3 0 0
-6.1 -3 0 0
-6 -3 0 0
-5.9 -3 0.125987 0.114672
-5.8 -3 0.133988 0.110285
-5.7 -3 0.141988 0.105897
-5.6 -3 0.149988 0.101509
-5.5 -3 0.157988 0.097121
-5.4 -3 0.165988 0.0927331
-5.3 -3 0.173989 0.0883453
-5.2 -3 0.181989 0.0839574
-5.1 -3 0.189989 0.0795696
-5 -3 0.197989 0.0751817
-4.9 -3 0.205989 0.0707938
-4.8 -3 0.21399 0.066406
-4.7 -3 0.22199 0.0620181
-4.6 -3 0.22999 0.0576303
-4.5 -3 0.23799 0.0532424
-4.4 -3 0.245991 0.0488546
-4.3 -3 0.253991 0.0444667
-4.2 -3 0.261991 0.0400789
-4.1 -3 0.263014 0.035691
-4 -3 0.259787 0.0313031
-3.9 -3 0.25656 0.0269153
-3.8 -3 0.253333 0.0225274
-3.7 -3 0.250106 0.0181396
-3.6 -3 0.246878 0.0137517
-3.5 -3 0.243651 0.00936387
-3.4 -3 0.240424 0.00497602
-3.3 -3 0.237197 0.000588162
-3.2 -3 0.23397 -0.00379969
-3.1 -3 0.230742 -0.00818755
-3 -3 0.227515 -0.0125754
-2.9 -3 0.224288 -0.0169633
-2.8 -3 0.221061 -0.0213511
-2.7 -3 0.217834 -0.025739
-2.6 -3 0.214607 -0.0301268
-2.5 -3 0.211379 -0.0345147
-2.4 -3 0.208152 -0.0389025
-2.3 -3 0.204925 -0.0432904
-2.2 -3 0.201698 -0.0476782
-2.1 -3 0.198471 -0.0520661
-2 -3 0.195243 -0.056454
-1.9 -3 0.192016 -0.0608418
-1.8 -3 0.188789 -0.0652297
-1.7 -3 0.185562 -0.0696175
-1.6 -3 0.182335 -0.0740054
-1.5 -3 0.179107 -0.0783932
-1.4 -3 0.17588 -0.0827811
-1.3 -3 0.172653 -0.0871689
-1.2 -3 0.169426 -0.0915568
-1.1 -3 0.166199 -0.0952005
-1 -3 0.162972 -0.0984277
-0.9 -3 0.159744 -0.101655
-0.8 -3 0.156517 -0.104882
-0.7 -3 0.15329 -0.108109
-0.6 -3 0.150063 -0.111336
-0.5 -3 0.146836 -0.114564
-0.4 -3 0.143608 -0.117791
-0.3 -3 0.140381 -0.121018
-0.2 -3 0.137154 -0.124245
-0.1 -3 0.133927 -0.127472
1.52933e-14 -3 0.1307 -0.1307
0.1 -3 0.127472 -0.133927
0.2 -3 0.124245 -0.137154
0.3 -3 0.121018 -0.140381
0.4 -3 0.117791 -0.143608
0.5 -3 0.114564 -0.146836
0.6 -3 0.111336 -0.150063
0.7 -3 0.108109 -0.15329
0.8 -3 0.104882 -0.156517
0.9 -3 0.101655 -0.159744
1 -3 0.0984277 -0.162972
1.1 -3 0.0952005 -0.166199
1.2 -3 0.0915568 -0.169426
1.3 -3 0.0871689 -0.172653
1.4 -3 0.0827811 -0.17588
1.5 -3 0.0783932 -0.179107
1.6 -3 0.0740054 -0.182335
1.7 -3 0.0696175 -0.185562
1.8 -3 0.0652297 -0.188789
1.9 -3 0.0608418 -0.192016
2 -3 0.056454 -0.195243
2.1 -3 0.0520661 -0.198471
2.2 -3 0.0476782 -0.201698
2.3 -3 0.0432904 -0.204925
2.4 -3 0.0389025 -0.208152
2.5 -3 0.0345147 -0.211379
2.6 -3 0.0301268 -0.214607
2.7 -3 0.025739 -0.217834
2.8 -3 0.0213511 -0.221061
2.9 -3 0.0169633 -0.224288
3 -3 0.0125754 -0.227515
3.1 -3 0.00818755 -0.230742
3.2 -3 0.00379969 -0.23397
3.3 -3 -0.000588162 -0.237197
3.4 -3 -0.00497602 -0.240424
3.5 -3 -0.00936387 -0.243651
3.6 -3 -0.0137517 -0.246878
3.7 -3 -0.0181396 -0.250106
3.8 -3 -0.0225274 -0.253333
3.9 -3 -0.0269153 -0.25656
4 -3 -0.0313031 -0.259787
4.1 -3 -0.035691 -0.263014
4.2 -3 -0.0400789 -0.261991
4.3 -3 -0.0444667 -0.253991
4.4 -3 -0.0488546 -0.245991
4.5 -3 -0.0532424 -0.23799
4.6 -3 -0.0576303 -0.22999
4.7 -3 -0.0620181 -0.22199
4.8 -3 -0.066406 -0.21399
4.9 -3 -0.0707938 -0.205989
5 -3 -0.0751817 -0.197989
5.1 -3 -0.0795696 -0.189989
5.2 -3 -0.0839574 -0.181989
5.3 -3 -0.0883453 -0.173989
5.4 -3 -0.0927331 -0.165988
5.5 -3 -0.097121 -0.157988
5.6 -3 -0.101509 -0.149988
5.7 -3 -0.105897 -0.141988
5.8 -3 -0.110285 -0.133988
5.9 -3 -0.114672 -0.125987
6 -3 0 0
6.1 -3 0 0
6.2 -3 0 0
6.3 -3 0 0
6.4 -3 0 0
6.5 -3 0 0
6.6 -3 0 0
6.7 -3 0 0
6.8 -3 0 0
6.9 -3 0 0
7 -3 0 0
7.1 -3 0 0
7.2 -3 0 0
7.3 -3 0 0
7.4 -3 0 0
7.5 -3 0 0
7.6 -3 0 0
7.7 -3 0 0
7.8 -3 0 0
7.9 -3 0 0
8 -3 0 0
8.1 -3 0 0
8.2 -3 0 0
8.3 -3 0 0
8.4 -3 0 0
8.5 -3 0 0
8.6 -3 0 0
8.7 -3 0 0
8.8 -3 0 0
8.9 -3 0 0
9 -3 0 0
9.1 -3 0 0
9.2 -3 0 0
9.3 -3 0 0
9.4 -3 0 0
9.5 -3 0 0
9.6 -3 0 0
9.7 -3 0 0
9.8 -3 0 0
9.9 -3 0 0
10 -3 0 0
10.1 -3 0 0
10.2 -3 0 0
10.3 -3 0 0
10.4 -3 0 0
10.5 -3 0 0
10.6 -3 0 0
10.7 -3 0 0
10.8 -3 0 0
10.9 -3 0 0
11 -3 0 0
11.1 -3 0 0
11.2 -3 0 0
11.3 -3 0 0
11.4 -3 0 0
11.5 -3 0 0
11.6 -3 0 0
11.7 -3 0 0
11.8 -3 0 0
11.9 -3 0 0
12 -3 0 0
12.1 -3 0 0
12.2 -3 0 0
12.3 -3 0 0
12.4 -3 0 0
12.5 -3 0 0
12.6 -3 0 0
12.7 -3 0 0
12.8 -3 0 0
12.9 -3 0 0
13 -3 0 0
13.1 -3 0 0
13.2 -3 0 0
13.3 -3 0 0
13.4 -3 0 0
13.5 -3 0 0
13.6 -3 0 0
13.7 -3 0 0
13.8 -3 0 0
13.9 -3 0 0
14 -3 0 0
14.1 -3 0 0
14.2 -3 0 0
14.3 -3 0 0
14.4 -3 0 0
14.5 -3 0 0
14.6 -3 0 0
14.7 -3 0 0
14.8 -3 0 0
14.9 -3 0 0
15 -3 0 0
15.1 -3 0 0
15.2 -3 0 0
15.3 -3 0 0
15.4 -3 0 0
15.5 -3 0 0
15.6 -3 0 0
15.7 -3 0 0
15.8 -3 0 0
15.9 -3 0 0
16 -3 0 0
16.1 -3 0 0
16.2 -3 0 0
16.3 -3 0 0
16.4 -3 0 0
16.5 -3 0 0
16.6 -3 0 0
16.7 -3 0 0
16.8 -3 0 0
16.9 -3 0 0
17 -3 0 0
17.1 -3 0 0
17.2 -3 0 0
17.3 -3 0 0
17.4 -3 0 0
17.5 -3 0 0
17.6 -3 0 0
17.7 -3 0 0
17.8 -3 0 0
17.9 -3 0 0
18 -3 0 0
18.1 -3 0 0
18.2 -3 0 0
18.3 -3 0 0
18.4 -3 0 0
18.5 -3 0 0
18.6 -3 0 0
18.7 -3 0 0
18.8 -3 0 0
18.9 -3 0 0
19 -3 0 0
19.1 -3 0 0
19.2 -3 0 0
19.3 -3 0 0
19.4 -3 0 0
19.5 -3 0 0
19.6 -3 0 0
19.7 -3 0 0
19.8 -3 0 0
19.9 -3 0 0
-20 -2 0 0
-19.9 -2 0 0
-19.8 -2 0 0
-19.7 -2 0 0
-19.6 -2 0 0
-19.5 -2 0 0
-19.4 -2 0 0
-19.3 -2 0 0
-19.2 -2 0 0
-19.1 -2 0 0
-19 -2 0 0
-18.9 -2 0 0
-18.8 -2 0 0
-18.7 -2 0 0
-18.6 -2 0 0
-18.5 -2 0 0
-18.4 -2 0 0
-18.3 -2 0 0
-18.2 -2 0 0
-18.1 -2 0 0
-18 -2 0 0
-17.9 -2 0 0
-17.8 -2 0 0
-17.7 -2 0 0
-17.6 -2 0 0
-17.5 -2 0 0
-17.4 -2 0 0
-17.3 -2 0 0
-17.2 -2 0 0
-17.1 -2 0 0
-17 -2 0 0
-16.9 -2 0 0
