stoptorque goal_current current velocity position Fx Fy Fz Mx My Mz counterclock Time
-0.0773542 29 4 -21 3504 -1.13302 -0.212463 -2.37585 0.0648253 -0.0998018 -0.071378 1 7978
-0.0784598 30 32 -28 3499 -1.32734 -0.52994 -2.72657 0.0406723 -0.148262 -0.0670649 1 7984
-0.0914195 35 30 -33 3497 -1.48764 0.442116 -3.45456 0.131824 -0.134037 -0.0498735 1 7989
-0.0407014 15 34 -34 3493 -2.13022 -0.60965 -2.63448 0.0343965 -0.0104588 -0.0435136 1 7994
-0.0989003 38 3 -36 3491 -1.60217 -0.096529 -3.90993 0.127881 -0.0304715 -0.0481321 1 7998
-0.170571 65 35 -37 3488 -1.44557 1.22894 -6.47612 0.244697 -0.147954 -0.0319465 1 8003
-0.0921935 35 66 -36 3486 -1.79163 0.0509129 -3.96842 0.106018 -0.068072 -0.0198313 1 8008
-0.132343 50 29 -31 3485 -1.07479 0.512625 -4.45955 0.127718 -0.103513 -0.0349964 1 8013
-0.129158 49 48 -27 3483 -1.34617 0.489822 -4.68346 0.134746 -0.13292 -0.0540196 1 8019
-0.12691 48 48 -20 3482 -1.59323 0.527159 -4.91346 0.155183 -0.136278 -0.0675477 1 8027
-0.111767 42 48 -10 3481 -2.39476 1.07255 -5.64475 0.173069 -0.168005 -0.0925401 1 8036
-0.0904072 34 42 -2 3482 -2.81005 0.649456 -5.5305 0.183411 0.0837317 -0.0651571 1 8047
0 0 33 0 3482 -1.90174 1.27444 -6.9674 0.185652 -0.0957313 -0.0757696 1 8052
0 0 0 0 3483 -1.30959 0.971725 -4.81728 0.0225539 -0.0679339 -0.0270803 1 8057
0.319097 -122 0 1 3483 -2.62021 1.03708 -7.17178 0.237587 0.194715 -0.014648 1 8064
0.220525 -84 -116 1 3485 -1.5593 0.173241 -4.58709 0.113414 0.127457 -0.047095 1 8070
-0.114604 44 -85 -1 3480 -1.6774 0.37516 -4.60194 0.172909 0.128498 -0.00554165 1 8078
-0.12855 49 47 -9 3476 -1.42084 -0.343937 -4.75583 0.190996 0.144546 0.0261727 1 8083
-0.0924042 35 47 -21 3471 -2.34434 0.437912 -4.85916 0.190696 0.133381 -0.0243268 1 8093
-0.0878599 33 33 -24 3470 -1.66307 -0.354053 -3.60524 0.100605 0.0701821 -0.0650576 1 8098
-0.0619539 23 31 -29 3468 -2.17955 0.0668926 -3.48713 0.112853 0.0574256 -0.0813205 1 8106
-0.044239 17 22 -17 3470 -1.7139 -0.572285 -2.09813 0.0428849 0.0157242 -0.0539186 1 8113
